CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-17 04:24:43,0
Case No. 1,0,2018-05-17 04:24:43,0
Case No. 1,1,2018-05-17 04:29:34,1
Case No. 1,2,2018-05-17 05:03:47,2
Case No. 1,3,2018-05-17 05:14:45,3
Case No. 1,4,2018-05-17 05:16:51,4
Case No. 1,5,2018-05-17 05:22:06,5
Case No. 1,6,2018-05-17 05:27:38,3
Case No. 1,7,2018-05-17 05:55:13,6
Case No. 1,8,2018-05-17 06:24:39,3
Case No. 1,6,2018-05-17 06:41:00,7
Case No. 1,7,2018-05-17 07:33:25,1
Case No. 1,5,2018-05-17 08:15:40,7
Case No. 2,0,2018-05-17 04:29:32,0
Case No. 2,1,2018-05-17 04:50:48,1
Case No. 2,2,2018-05-17 05:18:11,2
Case No. 2,3,2018-05-17 05:25:26,8
Case No. 2,4,2018-05-17 06:41:22,7
Case No. 2,5,2018-05-17 07:01:29,7
Case No. 2,8,2018-05-17 07:27:17,1
Case No. 2,6,2018-05-17 07:31:45,7
Case No. 2,9,2018-05-17 07:32:44,9
Case No. 2,5,2018-05-17 07:44:29,9
Case No. 2,5,2018-05-17 08:03:17,3
Case No. 2,5,2018-05-17 08:06:03,10
Case No. 3,0,2018-05-17 08:36:58,0
Case No. 3,1,2018-05-17 08:40:23,1
Case No. 3,2,2018-05-17 08:46:38,2
Case No. 3,3,2018-05-17 08:54:50,3
Case No. 3,4,2018-05-17 09:00:35,4
Case No. 3,5,2018-05-17 09:39:44,3
Case No. 3,6,2018-05-17 09:55:40,3
Case No. 3,5,2018-05-17 10:04:00,11
Case No. 3,4,2018-05-17 10:09:22,4
Case No. 3,5,2018-05-17 10:38:06,8
Case No. 3,6,2018-05-17 11:03:27,5
Case No. 3,6,2018-05-17 12:05:47,3
Case No. 4,0,2018-05-17 08:49:41,0
Case No. 4,1,2018-05-17 09:38:08,1
Case No. 4,2,2018-05-17 10:17:29,2
Case No. 4,3,2018-05-17 10:21:50,8
Case No. 4,4,2018-05-17 10:22:44,7
Case No. 4,5,2018-05-17 10:25:28,3
Case No. 4,8,2018-05-17 10:39:55,1
Case No. 4,6,2018-05-17 10:47:05,7
Case No. 4,9,2018-05-17 10:47:37,9
Case No. 4,6,2018-05-17 10:49:26,3
Case No. 4,4,2018-05-17 11:20:59,7
Case No. 4,5,2018-05-17 11:27:31,8
Case No. 5,0,2018-05-17 12:27:47,0
Case No. 5,1,2018-05-17 12:33:05,1
Case No. 5,2,2018-05-17 12:36:10,2
Case No. 5,3,2018-05-17 13:42:00,3
Case No. 5,4,2018-05-17 14:32:17,4
Case No. 5,5,2018-05-17 14:32:18,3
Case No. 5,6,2018-05-17 14:34:54,11
Case No. 5,5,2018-05-17 14:34:58,3
Case No. 5,5,2018-05-17 14:58:10,12
Case No. 5,6,2018-05-17 15:23:28,3
Case No. 5,6,2018-05-17 16:18:43,3
Case No. 5,6,2018-05-17 16:20:59,3
Case No. 6,0,2018-05-17 05:12:24,0
Case No. 6,1,2018-05-17 05:15:58,1
Case No. 6,2,2018-05-17 05:25:30,2
Case No. 6,3,2018-05-17 05:38:16,8
Case No. 6,4,2018-05-17 05:47:42,7
Case No. 6,5,2018-05-17 05:56:27,13
Case No. 6,8,2018-05-17 06:09:49,14
Case No. 6,6,2018-05-17 06:33:46,4
Case No. 6,9,2018-05-17 06:49:43,3
Case No. 6,7,2018-05-17 06:52:02,15
Case No. 6,7,2018-05-17 06:59:09,16
Case No. 6,9,2018-05-17 07:04:20,7
Case No. 6,6,2018-05-17 07:23:34,3
Case No. 6,5,2018-05-17 08:11:40,7
Case No. 7,0,2018-05-17 16:31:31,0
Case No. 7,1,2018-05-17 16:43:28,1
Case No. 7,2,2018-05-17 16:54:11,2
Case No. 7,3,2018-05-17 16:56:08,3
Case No. 7,4,2018-05-17 17:41:03,4
Case No. 7,5,2018-05-17 18:09:17,3
Case No. 7,6,2018-05-17 18:27:11,3
Case No. 7,7,2018-05-17 18:32:08,3
Case No. 7,8,2018-05-17 18:54:46,3
Case No. 7,6,2018-05-17 19:31:15,3
Case No. 7,6,2018-05-17 19:40:37,3
Case No. 7,6,2018-05-17 19:52:42,3
Case No. 8,0,2018-05-17 12:38:18,0
Case No. 8,1,2018-05-17 12:42:26,1
Case No. 8,2,2018-05-17 12:42:47,2
Case No. 8,3,2018-05-17 13:03:16,8
Case No. 8,4,2018-05-17 13:22:48,7
Case No. 8,5,2018-05-17 13:26:55,3
Case No. 8,8,2018-05-17 14:35:15,1
Case No. 8,6,2018-05-17 14:36:04,7
Case No. 8,9,2018-05-17 15:28:12,9
Case No. 8,6,2018-05-17 15:30:25,3
Case No. 8,8,2018-05-17 15:36:39,7
Case No. 8,6,2018-05-17 15:58:54,3
Case No. 9,0,2018-05-17 04:58:12,4
Case No. 9,1,2018-05-17 05:02:16,2
Case No. 9,2,2018-05-17 05:08:52,10
Case No. 9,3,2018-05-17 05:30:41,3
Case No. 9,4,2018-05-17 05:41:01,17
Case No. 9,5,2018-05-17 06:00:30,5
Case No. 9,8,2018-05-17 06:04:44,16
Case No. 9,7,2018-05-17 06:09:56,18
Case No. 9,5,2018-05-17 07:15:38,5
Case No. 9,3,2018-05-17 07:25:15,3
Case No. 9,4,2018-05-17 07:53:16,0
Case No. 9,5,2018-05-17 08:14:31,7
Case No. 10,0,2018-05-17 08:32:40,0
Case No. 10,1,2018-05-17 09:05:34,1
Case No. 10,2,2018-05-17 09:47:59,2
Case No. 10,3,2018-05-17 09:49:02,8
Case No. 10,4,2018-05-17 10:06:37,7
Case No. 10,5,2018-05-17 10:12:58,13
Case No. 10,8,2018-05-17 10:19:57,14
Case No. 10,6,2018-05-17 10:31:48,4
Case No. 10,9,2018-05-17 11:00:38,3
Case No. 10,7,2018-05-17 11:06:17,15
Case No. 10,7,2018-05-17 11:10:10,16
Case No. 10,8,2018-05-17 11:10:34,3
Case No. 10,5,2018-05-17 11:36:40,7
Case No. 10,6,2018-05-17 12:17:29,3
Case No. 11,0,2018-05-17 20:49:28,0
Case No. 11,1,2018-05-17 20:57:30,1
Case No. 11,2,2018-05-17 21:20:30,2
Case No. 11,3,2018-05-17 21:24:54,3
Case No. 11,4,2018-05-17 21:36:38,4
Case No. 11,5,2018-05-17 21:59:00,3
Case No. 11,6,2018-05-17 22:14:58,3
Case No. 11,6,2018-05-17 22:42:59,3
Case No. 11,6,2018-05-17 23:08:27,3
Case No. 11,6,2018-05-17 23:37:59,3
Case No. 11,6,2018-05-17 23:45:07,3
Case No. 11,6,2018-05-18 00:08:29,3
Case No. 12,0,2018-05-17 16:34:42,0
Case No. 12,1,2018-05-17 16:44:03,1
Case No. 12,2,2018-05-17 17:42:18,2
Case No. 12,3,2018-05-17 18:16:17,8
Case No. 12,4,2018-05-17 18:21:04,7
Case No. 12,5,2018-05-17 18:26:42,3
Case No. 12,8,2018-05-17 18:47:16,1
Case No. 12,6,2018-05-17 18:51:05,7
Case No. 12,9,2018-05-17 18:59:48,9
Case No. 12,6,2018-05-17 19:22:28,3
Case No. 12,6,2018-05-17 19:45:28,3
Case No. 12,6,2018-05-17 20:20:51,3
Case No. 13,0,2018-05-18 00:50:34,0
Case No. 13,1,2018-05-18 00:51:33,1
Case No. 13,2,2018-05-18 01:30:30,2
Case No. 13,3,2018-05-18 01:45:06,3
Case No. 13,4,2018-05-18 02:21:08,4
Case No. 13,5,2018-05-18 02:24:14,3
Case No. 13,8,2018-05-18 02:35:09,3
Case No. 13,6,2018-05-18 02:38:01,3
Case No. 13,6,2018-05-18 02:41:14,3
Case No. 13,6,2018-05-18 02:48:03,3
Case No. 13,6,2018-05-18 02:48:42,3
Case No. 13,6,2018-05-18 04:15:13,3
Case No. 14,0,2018-05-17 20:37:10,17
Case No. 14,1,2018-05-17 20:41:49,1
Case No. 14,2,2018-05-17 21:05:23,2
Case No. 14,3,2018-05-17 21:51:23,8
Case No. 14,4,2018-05-17 22:01:52,7
Case No. 14,5,2018-05-17 22:09:12,3
Case No. 14,8,2018-05-17 22:15:20,1
Case No. 14,6,2018-05-17 22:18:47,7
Case No. 14,9,2018-05-17 22:46:49,9
Case No. 14,6,2018-05-17 23:28:02,3
Case No. 14,6,2018-05-17 23:34:53,3
Case No. 14,6,2018-05-17 23:50:09,3
Case No. 15,0,2018-05-18 04:39:30,17
Case No. 15,1,2018-05-18 04:50:34,1
Case No. 15,2,2018-05-18 05:07:05,2
Case No. 15,3,2018-05-18 05:37:24,3
Case No. 15,4,2018-05-18 06:28:51,4
Case No. 15,5,2018-05-18 06:30:56,3
Case No. 15,6,2018-05-18 06:58:06,3
Case No. 15,6,2018-05-18 07:13:25,3
Case No. 15,6,2018-05-18 07:14:13,3
Case No. 15,6,2018-05-18 07:38:14,3
Case No. 15,6,2018-05-18 07:43:03,3
Case No. 15,6,2018-05-18 08:11:07,3
Case No. 16,0,2018-05-17 12:49:12,0
Case No. 16,1,2018-05-17 13:14:53,1
Case No. 16,2,2018-05-17 13:42:28,2
Case No. 16,3,2018-05-17 13:42:50,8
Case No. 16,4,2018-05-17 13:42:52,7
Case No. 16,5,2018-05-17 13:53:42,13
Case No. 16,8,2018-05-17 14:01:16,14
Case No. 16,6,2018-05-17 14:06:50,4
Case No. 16,9,2018-05-17 14:17:44,3
Case No. 16,7,2018-05-17 14:30:28,15
Case No. 16,7,2018-05-17 14:35:26,16
Case No. 16,6,2018-05-17 14:50:27,3
Case No. 16,6,2018-05-17 15:08:23,3
Case No. 16,6,2018-05-17 15:51:58,3
Case No. 17,0,2018-05-18 08:35:36,17
Case No. 17,1,2018-05-18 09:02:15,1
Case No. 17,2,2018-05-18 09:43:13,2
Case No. 17,3,2018-05-18 09:46:37,3
Case No. 17,4,2018-05-18 09:50:01,4
Case No. 17,5,2018-05-18 10:38:14,3
Case No. 17,8,2018-05-18 11:42:24,3
Case No. 17,6,2018-05-18 11:43:30,3
Case No. 17,6,2018-05-18 11:46:41,3
Case No. 17,6,2018-05-18 11:56:55,3
Case No. 17,6,2018-05-18 12:07:53,3
Case No. 17,6,2018-05-18 12:08:22,3
Case No. 18,0,2018-05-18 00:29:56,17
Case No. 18,1,2018-05-18 00:51:20,1
Case No. 18,2,2018-05-18 00:51:45,2
Case No. 18,3,2018-05-18 01:19:52,8
Case No. 18,4,2018-05-18 01:42:20,7
Case No. 18,5,2018-05-18 01:44:13,5
Case No. 18,8,2018-05-18 02:25:00,1
Case No. 18,6,2018-05-18 02:27:00,7
Case No. 18,9,2018-05-18 03:46:38,9
Case No. 18,6,2018-05-18 03:51:05,3
Case No. 18,6,2018-05-18 04:09:05,3
Case No. 18,6,2018-05-18 04:21:45,3
Case No. 19,0,2018-05-17 09:13:57,4
Case No. 19,1,2018-05-17 09:24:50,2
