CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-17 04:25:13,0
Case No. 1,0,2018-05-17 04:25:13,0
Case No. 1,1,2018-05-17 04:38:16,1
Case No. 1,2,2018-05-17 05:01:08,2
Case No. 1,3,2018-05-17 05:12:23,3
Case No. 1,4,2018-05-17 05:38:18,4
Case No. 1,5,2018-05-17 05:43:46,5
Case No. 1,6,2018-05-17 05:53:01,6
Case No. 1,7,2018-05-17 06:24:28,7
Case No. 1,5,2018-05-17 06:32:38,3
Case No. 1,8,2018-05-17 06:33:12,6
Case No. 1,7,2018-05-17 06:43:50,3
Case No. 1,5,2018-05-17 07:32:43,8
Case No. 2,0,2018-05-17 04:07:57,9
Case No. 2,1,2018-05-17 05:40:35,1
Case No. 2,2,2018-05-17 05:54:25,2
Case No. 2,3,2018-05-17 06:02:19,10
Case No. 2,4,2018-05-17 06:12:37,8
Case No. 2,5,2018-05-17 06:14:47,9
Case No. 2,7,2018-05-17 06:18:23,7
Case No. 2,7,2018-05-17 06:20:59,3
Case No. 2,9,2018-05-17 06:31:32,3
Case No. 2,8,2018-05-17 06:53:32,10
Case No. 2,6,2018-05-17 07:27:37,6
Case No. 2,9,2018-05-17 07:47:38,6
Case No. 2,8,2018-05-17 08:00:30,3
Case No. 3,0,2018-05-17 08:13:10,0
Case No. 3,1,2018-05-17 08:14:27,1
Case No. 3,2,2018-05-17 08:33:20,2
Case No. 3,3,2018-05-17 08:56:17,3
Case No. 3,4,2018-05-17 09:04:11,4
Case No. 3,5,2018-05-17 09:19:03,3
Case No. 3,6,2018-05-17 09:34:19,6
Case No. 3,7,2018-05-17 09:47:25,7
Case No. 3,8,2018-05-17 09:59:57,8
Case No. 3,9,2018-05-17 10:15:24,3
Case No. 3,5,2018-05-17 10:16:32,8
Case No. 3,6,2018-05-17 11:29:51,4
Case No. 4,0,2018-05-17 08:04:05,9
Case No. 4,1,2018-05-17 08:16:59,1
Case No. 4,2,2018-05-17 08:52:18,2
Case No. 4,3,2018-05-17 09:09:55,11
Case No. 4,4,2018-05-17 09:17:33,8
Case No. 4,5,2018-05-17 09:23:49,3
Case No. 4,8,2018-05-17 10:40:16,10
Case No. 4,6,2018-05-17 10:42:57,6
Case No. 4,7,2018-05-17 10:57:26,7
Case No. 4,9,2018-05-17 11:03:27,3
Case No. 4,7,2018-05-17 11:24:25,6
Case No. 4,6,2018-05-17 11:35:22,6
Case No. 4,9,2018-05-17 11:47:54,6
Case No. 5,0,2018-05-17 12:26:11,0
Case No. 5,1,2018-05-17 12:33:16,1
Case No. 5,2,2018-05-17 13:40:17,2
Case No. 5,3,2018-05-17 13:41:04,3
Case No. 5,4,2018-05-17 13:47:15,4
Case No. 5,5,2018-05-17 14:15:38,3
Case No. 5,6,2018-05-17 14:31:20,6
Case No. 5,7,2018-05-17 14:33:59,7
Case No. 5,9,2018-05-17 14:35:58,3
Case No. 5,8,2018-05-17 14:45:04,8
Case No. 5,6,2018-05-17 14:51:07,3
Case No. 5,7,2018-05-17 15:31:36,3
Case No. 6,0,2018-05-17 04:23:56,9
Case No. 6,1,2018-05-17 04:43:12,1
Case No. 6,2,2018-05-17 04:46:09,2
Case No. 6,3,2018-05-17 05:00:39,11
Case No. 6,4,2018-05-17 05:03:04,8
Case No. 6,5,2018-05-17 05:27:45,3
Case No. 6,8,2018-05-17 05:31:20,3
Case No. 6,8,2018-05-17 05:33:09,3
Case No. 6,6,2018-05-17 06:35:43,3
Case No. 6,6,2018-05-17 07:23:57,6
Case No. 6,7,2018-05-17 07:29:09,7
Case No. 6,8,2018-05-17 07:37:11,12
Case No. 6,9,2018-05-17 07:59:24,3
Case No. 7,0,2018-05-17 16:09:30,0
Case No. 7,1,2018-05-17 16:16:46,1
Case No. 7,2,2018-05-17 16:39:56,2
Case No. 7,3,2018-05-17 16:41:58,3
Case No. 7,4,2018-05-17 17:05:31,4
Case No. 7,5,2018-05-17 18:08:51,3
Case No. 7,6,2018-05-17 18:29:58,6
Case No. 7,7,2018-05-17 18:44:31,7
Case No. 7,8,2018-05-17 18:48:47,3
Case No. 7,7,2018-05-17 19:25:50,3
Case No. 7,7,2018-05-17 19:37:11,3
Case No. 7,7,2018-05-17 19:57:40,3
Case No. 8,0,2018-05-17 12:14:24,9
Case No. 8,1,2018-05-17 12:19:33,1
Case No. 8,2,2018-05-17 12:24:52,2
Case No. 8,3,2018-05-17 12:32:42,11
Case No. 8,4,2018-05-17 12:41:28,8
Case No. 8,5,2018-05-17 12:50:21,3
Case No. 8,6,2018-05-17 12:52:02,6
Case No. 8,7,2018-05-17 14:09:50,7
Case No. 8,6,2018-05-17 14:29:07,7
Case No. 8,8,2018-05-17 14:29:38,10
Case No. 8,7,2018-05-17 14:56:26,12
Case No. 8,9,2018-05-17 15:22:59,6
Case No. 8,8,2018-05-17 15:47:11,3
Case No. 9,0,2018-05-17 04:21:48,3
Case No. 9,9,2018-05-17 04:24:09,2
Case No. 9,6,2018-05-17 04:28:12,11
Case No. 9,5,2018-05-17 04:37:43,13
Case No. 9,4,2018-05-17 05:31:55,5
Case No. 9,2,2018-05-17 05:32:08,14
Case No. 9,1,2018-05-17 05:40:07,15
Case No. 9,3,2018-05-17 05:55:31,3
Case No. 9,8,2018-05-17 06:11:23,6
Case No. 9,2,2018-05-17 06:31:46,14
Case No. 9,4,2018-05-17 07:26:22,3
Case No. 9,1,2018-05-17 07:59:30,8
Case No. 10,0,2018-05-17 08:19:41,9
Case No. 10,1,2018-05-17 09:36:17,1
Case No. 10,2,2018-05-17 09:39:11,2
Case No. 10,3,2018-05-17 09:45:22,11
Case No. 10,4,2018-05-17 09:45:50,8
Case No. 10,5,2018-05-17 09:49:13,3
Case No. 10,8,2018-05-17 10:12:35,12
Case No. 10,6,2018-05-17 10:54:47,6
Case No. 10,7,2018-05-17 11:05:09,7
Case No. 10,9,2018-05-17 11:07:51,3
Case No. 10,7,2018-05-17 11:09:48,7
Case No. 10,6,2018-05-17 11:37:28,9
Case No. 10,9,2018-05-17 11:39:52,3
Case No. 11,0,2018-05-17 20:01:38,0
Case No. 11,1,2018-05-17 20:38:47,1
Case No. 11,2,2018-05-17 20:48:07,2
Case No. 11,3,2018-05-17 21:32:41,3
Case No. 11,4,2018-05-17 21:45:39,4
Case No. 11,5,2018-05-17 21:59:13,3
Case No. 11,6,2018-05-17 22:04:39,6
Case No. 11,7,2018-05-17 22:09:01,7
Case No. 11,7,2018-05-17 22:11:14,3
Case No. 11,7,2018-05-17 22:34:37,3
Case No. 11,7,2018-05-17 22:54:18,3
Case No. 11,7,2018-05-17 23:53:42,3
Case No. 12,0,2018-05-17 16:04:53,0
Case No. 12,1,2018-05-17 16:15:30,1
Case No. 12,2,2018-05-17 16:25:18,2
Case No. 12,3,2018-05-17 16:30:15,11
Case No. 12,4,2018-05-17 16:33:19,8
Case No. 12,5,2018-05-17 18:00:37,3
Case No. 12,8,2018-05-17 18:07:57,10
Case No. 12,9,2018-05-17 18:32:48,6
Case No. 12,6,2018-05-17 18:41:46,6
Case No. 12,7,2018-05-17 19:01:28,7
Case No. 12,7,2018-05-17 19:07:50,3
Case No. 12,7,2018-05-17 19:09:03,4
Case No. 12,6,2018-05-17 19:28:03,6
Case No. 13,0,2018-05-18 00:43:20,9
Case No. 13,1,2018-05-18 01:43:08,1
Case No. 13,2,2018-05-18 01:49:07,2
Case No. 13,3,2018-05-18 02:08:46,3
Case No. 13,4,2018-05-18 02:37:02,4
Case No. 13,5,2018-05-18 02:42:25,3
Case No. 13,6,2018-05-18 02:49:24,6
Case No. 13,7,2018-05-18 02:56:27,7
Case No. 13,7,2018-05-18 03:18:05,3
Case No. 13,7,2018-05-18 03:39:46,3
Case No. 13,7,2018-05-18 03:40:41,3
Case No. 13,7,2018-05-18 03:55:21,3
Case No. 14,0,2018-05-17 20:13:06,0
Case No. 14,1,2018-05-17 20:31:21,1
Case No. 14,2,2018-05-17 20:38:38,2
Case No. 14,3,2018-05-17 21:19:15,11
Case No. 14,4,2018-05-17 21:33:43,8
Case No. 14,5,2018-05-17 21:38:35,3
Case No. 14,8,2018-05-17 22:07:07,10
Case No. 14,9,2018-05-17 22:19:59,6
Case No. 14,6,2018-05-17 22:29:07,6
Case No. 14,7,2018-05-17 23:09:49,7
Case No. 14,7,2018-05-17 23:26:21,3
Case No. 14,7,2018-05-17 23:35:38,3
Case No. 14,7,2018-05-17 23:56:43,3
Case No. 15,0,2018-05-18 04:11:33,9
Case No. 15,1,2018-05-18 04:44:20,1
Case No. 15,2,2018-05-18 04:53:14,2
Case No. 15,3,2018-05-18 06:23:22,3
Case No. 15,4,2018-05-18 06:32:31,4
Case No. 15,5,2018-05-18 06:38:12,3
