CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-18 03:47:49,0
Case No. 1,0,2018-05-18 03:47:49,0
Case No. 1,1,2018-05-18 04:05:22,1
Case No. 1,2,2018-05-18 04:17:10,0
Case No. 1,3,2018-05-18 04:18:44,1
Case No. 1,4,2018-05-18 04:37:31,1
Case No. 1,5,2018-05-18 04:37:40,1
Case No. 1,6,2018-05-18 05:16:47,0
Case No. 1,1,2018-05-18 05:20:12,1
Case No. 1,7,2018-05-18 05:28:26,1
Case No. 1,8,2018-05-18 06:28:25,1
Case No. 1,9,2018-05-18 07:09:45,0
Case No. 1,5,2018-05-18 07:30:36,0
Case No. 2,0,2018-05-18 03:44:46,1
Case No. 2,4,2018-05-18 03:51:27,0
Case No. 2,5,2018-05-18 03:54:21,0
Case No. 2,7,2018-05-18 04:22:41,0
Case No. 2,3,2018-05-18 04:27:05,0
Case No. 2,6,2018-05-18 04:42:49,0
Case No. 2,1,2018-05-18 04:50:26,0
Case No. 2,9,2018-05-18 04:54:37,1
Case No. 2,5,2018-05-18 05:35:31,1
Case No. 2,2,2018-05-18 05:45:54,1
Case No. 2,8,2018-05-18 07:04:07,0
Case No. 2,8,2018-05-18 07:29:40,1
Case No. 3,0,2018-05-18 07:46:15,0
Case No. 3,3,2018-05-18 07:46:30,0
Case No. 3,4,2018-05-18 08:57:34,0
Case No. 3,5,2018-05-18 09:29:18,0
Case No. 3,7,2018-05-18 09:46:52,1
Case No. 3,8,2018-05-18 10:14:10,1
Case No. 3,1,2018-05-18 10:28:56,0
Case No. 3,1,2018-05-18 10:36:16,0
Case No. 3,6,2018-05-18 10:41:04,0
Case No. 3,1,2018-05-18 10:41:26,0
Case No. 3,1,2018-05-18 11:15:31,0
Case No. 3,9,2018-05-18 11:35:24,0
Case No. 4,0,2018-05-18 07:55:11,1
Case No. 4,8,2018-05-18 07:55:16,1
Case No. 4,3,2018-05-18 07:59:57,1
Case No. 4,5,2018-05-18 08:01:16,1
Case No. 4,4,2018-05-18 08:04:07,1
Case No. 4,7,2018-05-18 08:08:54,0
Case No. 4,6,2018-05-18 08:16:53,0
Case No. 4,1,2018-05-18 08:38:29,1
Case No. 4,2,2018-05-18 09:07:15,1
Case No. 4,5,2018-05-18 09:15:25,1
Case No. 4,8,2018-05-18 09:16:49,0
Case No. 4,9,2018-05-18 09:40:17,0
Case No. 5,0,2018-05-18 11:39:42,0
Case No. 5,2,2018-05-18 12:17:37,0
Case No. 5,4,2018-05-18 12:39:41,0
Case No. 5,5,2018-05-18 13:05:06,0
Case No. 5,7,2018-05-18 13:28:32,0
Case No. 5,4,2018-05-18 14:21:55,1
Case No. 5,3,2018-05-18 14:23:49,0
Case No. 5,8,2018-05-18 14:33:00,1
Case No. 5,6,2018-05-18 14:35:28,0
Case No. 5,1,2018-05-18 15:09:36,0
Case No. 5,8,2018-05-18 15:28:16,0
Case No. 5,9,2018-05-18 15:29:27,0
Case No. 6,0,2018-05-18 03:41:13,0
Case No. 6,4,2018-05-18 04:13:51,1
Case No. 6,5,2018-05-18 04:24:56,1
Case No. 6,7,2018-05-18 05:09:17,1
Case No. 6,3,2018-05-18 05:13:00,1
Case No. 6,6,2018-05-18 05:43:56,1
Case No. 6,1,2018-05-18 05:47:28,1
Case No. 6,9,2018-05-18 05:47:50,0
Case No. 6,4,2018-05-18 05:51:30,0
Case No. 6,2,2018-05-18 05:57:49,0
Case No. 6,8,2018-05-18 06:23:33,1
Case No. 6,8,2018-05-18 06:38:42,0
Case No. 7,0,2018-05-18 15:41:58,0
Case No. 7,5,2018-05-18 16:16:14,0
Case No. 7,3,2018-05-18 16:21:44,0
Case No. 7,2,2018-05-18 16:45:16,0
Case No. 7,6,2018-05-18 16:55:12,0
Case No. 7,1,2018-05-18 17:36:19,1
Case No. 7,4,2018-05-18 18:06:07,0
Case No. 7,7,2018-05-18 18:08:54,0
Case No. 7,8,2018-05-18 18:25:49,1
Case No. 7,9,2018-05-18 18:44:41,0
Case No. 7,8,2018-05-18 19:00:03,0
Case No. 7,8,2018-05-18 19:28:40,0
Case No. 8,0,2018-05-18 11:43:42,1
Case No. 8,5,2018-05-18 12:13:49,1
Case No. 8,4,2018-05-18 12:24:44,1
Case No. 8,8,2018-05-18 12:37:09,1
Case No. 8,7,2018-05-18 12:45:37,1
Case No. 8,4,2018-05-18 13:09:21,0
Case No. 8,8,2018-05-18 13:26:10,1
Case No. 8,3,2018-05-18 13:51:38,1
Case No. 8,6,2018-05-18 13:51:56,0
Case No. 8,1,2018-05-18 13:52:38,1
Case No. 8,2,2018-05-18 15:11:28,1
Case No. 8,9,2018-05-18 15:25:21,0
Case No. 9,0,2018-05-18 04:09:55,1
Case No. 9,4,2018-05-18 04:16:58,0
