case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/17 04:39:33.153,2018/05/17 04:39:33.153,R1
Case No. 1,BookTransport,2018/05/17 05:15:01.153,2018/05/17 05:15:01.153,R3
Case No. 1,BookAccomodation,2018/05/17 05:36:46.153,2018/05/17 05:36:46.153,R5
Case No. 1,ApproveApplication,2018/05/17 06:16:46.153,2018/05/17 06:16:46.153,R20
Case No. 1,CollectTickets,2018/05/17 06:18:16.153,2018/05/17 06:18:16.153,R19
Case No. 1,ArchiveDocuments,2018/05/17 07:00:14.153,2018/05/17 07:00:14.153,R13
Case No. 1,DoSomething,2018/05/17 07:02:32.153,2018/05/17 07:02:32.153,R20
Case No. 1,DoSomethingDifferent,2018/05/17 07:20:53.153,2018/05/17 07:20:53.153,R15
Case No. 1,DoSomethingElse,2018/05/17 07:33:05.153,2018/05/17 07:33:05.153,R20
Case No. 1,DoSomething,2018/05/17 07:39:51.153,2018/05/17 07:39:51.153,R12
Case No. 1,DoSomethingDifferent,2018/05/17 07:49:49.153,2018/05/17 07:49:49.153,R3
Case No. 1,ArchiveDocuments,2018/05/17 08:00:55.153,2018/05/17 08:00:55.153,R12
Case No. 2,ApplyForTrip,2018/05/17 04:34:27.183,2018/05/17 04:34:27.183,R1
Case No. 2,BookTransport,2018/05/17 05:03:13.183,2018/05/17 05:03:13.183,R3
Case No. 2,BookAccomodation,2018/05/17 05:03:31.183,2018/05/17 05:03:31.183,R5
Case No. 2,ApproveApplication,2018/05/17 05:16:45.183,2018/05/17 05:16:45.183,R7
Case No. 2,CollectTickets,2018/05/17 05:50:14.183,2018/05/17 05:50:14.183,R12
Case No. 2,ArchiveDocuments,2018/05/17 06:00:29.183,2018/05/17 06:00:29.183,R20
Case No. 2,UseTransport,2018/05/17 06:03:01.183,2018/05/17 06:03:01.183,R10
Case No. 2,DoSomething,2018/05/17 06:08:53.183,2018/05/17 06:08:53.183,R20
Case No. 2,DoSomethingDifferent,2018/05/17 06:28:15.183,2018/05/17 06:28:15.183,R20
Case No. 2,DoSomethingDifferent,2018/05/17 06:34:47.183,2018/05/17 06:34:47.183,R18
Case No. 2,DoSomethingElse,2018/05/17 06:45:08.183,2018/05/17 06:45:08.183,R3
Case No. 2,DoSomething,2018/05/17 07:17:15.183,2018/05/17 07:17:15.183,R12
