case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/18 03:47:49.452,2018/05/18 03:47:49.452,R1
Case No. 1,UseTransport,2018/05/18 04:05:22.452,2018/05/18 04:05:22.452,R2
Case No. 1,DoSomethingElse,2018/05/18 04:17:10.452,2018/05/18 04:17:10.452,R1
Case No. 1,CollectTickets,2018/05/18 04:18:44.452,2018/05/18 04:18:44.452,R2
Case No. 1,BookTransport,2018/05/18 04:37:31.452,2018/05/18 04:37:31.452,R2
Case No. 1,BookAccomodation,2018/05/18 04:37:40.452,2018/05/18 04:37:40.452,R2
Case No. 1,DoSomething,2018/05/18 05:16:47.452,2018/05/18 05:16:47.452,R1
Case No. 1,UseTransport,2018/05/18 05:20:12.452,2018/05/18 05:20:12.452,R2
Case No. 1,ApproveApplication,2018/05/18 05:28:26.452,2018/05/18 05:28:26.452,R2
Case No. 1,DoSomethingDifferent,2018/05/18 06:28:25.452,2018/05/18 06:28:25.452,R2
Case No. 1,ArchiveDocuments,2018/05/18 07:09:45.452,2018/05/18 07:09:45.452,R1
Case No. 1,BookAccomodation,2018/05/18 07:30:36.452,2018/05/18 07:30:36.452,R1
Case No. 2,ApplyForTrip,2018/05/18 03:44:46.802,2018/05/18 03:44:46.802,R2
Case No. 2,BookTransport,2018/05/18 03:51:27.802,2018/05/18 03:51:27.802,R1
Case No. 2,BookAccomodation,2018/05/18 03:54:21.802,2018/05/18 03:54:21.802,R1
Case No. 2,ApproveApplication,2018/05/18 04:22:41.802,2018/05/18 04:22:41.802,R1
Case No. 2,CollectTickets,2018/05/18 04:27:05.802,2018/05/18 04:27:05.802,R1
Case No. 2,DoSomething,2018/05/18 04:42:49.802,2018/05/18 04:42:49.802,R1
Case No. 2,UseTransport,2018/05/18 04:50:26.802,2018/05/18 04:50:26.802,R1
Case No. 2,ArchiveDocuments,2018/05/18 04:54:37.802,2018/05/18 04:54:37.802,R2
Case No. 2,BookAccomodation,2018/05/18 05:35:31.802,2018/05/18 05:35:31.802,R2
Case No. 2,DoSomethingElse,2018/05/18 05:45:54.802,2018/05/18 05:45:54.802,R2
Case No. 2,DoSomethingDifferent,2018/05/18 07:04:07.802,2018/05/18 07:04:07.802,R1
Case No. 2,DoSomethingDifferent,2018/05/18 07:29:40.802,2018/05/18 07:29:40.802,R2
Case No. 3,ApplyForTrip,2018/05/18 07:46:15.452,2018/05/18 07:46:15.452,R1
Case No. 3,CollectTickets,2018/05/18 07:46:30.452,2018/05/18 07:46:30.452,R1
Case No. 3,BookTransport,2018/05/18 08:57:34.452,2018/05/18 08:57:34.452,R1
Case No. 3,BookAccomodation,2018/05/18 09:29:18.452,2018/05/18 09:29:18.452,R1
Case No. 3,ApproveApplication,2018/05/18 09:46:52.452,2018/05/18 09:46:52.452,R2
Case No. 3,DoSomethingDifferent,2018/05/18 10:14:10.452,2018/05/18 10:14:10.452,R2
Case No. 3,UseTransport,2018/05/18 10:28:56.452,2018/05/18 10:28:56.452,R1
Case No. 3,UseTransport,2018/05/18 10:36:16.452,2018/05/18 10:36:16.452,R1
Case No. 3,DoSomething,2018/05/18 10:41:04.452,2018/05/18 10:41:04.452,R1
Case No. 3,UseTransport,2018/05/18 10:41:26.452,2018/05/18 10:41:26.452,R1
Case No. 3,UseTransport,2018/05/18 11:15:31.452,2018/05/18 11:15:31.452,R1
Case No. 3,ArchiveDocuments,2018/05/18 11:35:24.452,2018/05/18 11:35:24.452,R1
Case No. 4,ApplyForTrip,2018/05/18 07:55:11.802,2018/05/18 07:55:11.802,R2
Case No. 4,DoSomethingDifferent,2018/05/18 07:55:16.802,2018/05/18 07:55:16.802,R2
Case No. 4,CollectTickets,2018/05/18 07:59:57.802,2018/05/18 07:59:57.802,R2
Case No. 4,BookAccomodation,2018/05/18 08:01:16.802,2018/05/18 08:01:16.802,R2
Case No. 4,BookTransport,2018/05/18 08:04:07.802,2018/05/18 08:04:07.802,R2
Case No. 4,ApproveApplication,2018/05/18 08:08:54.802,2018/05/18 08:08:54.802,R1
Case No. 4,DoSomething,2018/05/18 08:16:53.802,2018/05/18 08:16:53.802,R1
Case No. 4,UseTransport,2018/05/18 08:38:29.802,2018/05/18 08:38:29.802,R2
Case No. 4,DoSomethingElse,2018/05/18 09:07:15.802,2018/05/18 09:07:15.802,R2
Case No. 4,BookAccomodation,2018/05/18 09:15:25.802,2018/05/18 09:15:25.802,R2
Case No. 4,DoSomethingDifferent,2018/05/18 09:16:49.802,2018/05/18 09:16:49.802,R1
Case No. 4,ArchiveDocuments,2018/05/18 09:40:17.802,2018/05/18 09:40:17.802,R1
Case No. 5,ApplyForTrip,2018/05/18 11:39:42.452,2018/05/18 11:39:42.452,R1
Case No. 5,DoSomethingElse,2018/05/18 12:17:37.452,2018/05/18 12:17:37.452,R1
Case No. 5,BookTransport,2018/05/18 12:39:41.452,2018/05/18 12:39:41.452,R1
Case No. 5,BookAccomodation,2018/05/18 13:05:06.452,2018/05/18 13:05:06.452,R1
Case No. 5,ApproveApplication,2018/05/18 13:28:32.452,2018/05/18 13:28:32.452,R1
Case No. 5,BookTransport,2018/05/18 14:21:55.452,2018/05/18 14:21:55.452,R2
Case No. 5,CollectTickets,2018/05/18 14:23:49.452,2018/05/18 14:23:49.452,R1
Case No. 5,DoSomethingDifferent,2018/05/18 14:33:00.452,2018/05/18 14:33:00.452,R2
Case No. 5,DoSomething,2018/05/18 14:35:28.452,2018/05/18 14:35:28.452,R1
Case No. 5,UseTransport,2018/05/18 15:09:36.452,2018/05/18 15:09:36.452,R1
Case No. 5,DoSomethingDifferent,2018/05/18 15:28:16.452,2018/05/18 15:28:16.452,R1
Case No. 5,ArchiveDocuments,2018/05/18 15:29:27.452,2018/05/18 15:29:27.452,R1
Case No. 6,ApplyForTrip,2018/05/18 03:41:13.687,2018/05/18 03:41:13.687,R1
Case No. 6,BookTransport,2018/05/18 04:13:51.687,2018/05/18 04:13:51.687,R2
Case No. 6,BookAccomodation,2018/05/18 04:24:56.687,2018/05/18 04:24:56.687,R2
Case No. 6,ApproveApplication,2018/05/18 05:09:17.687,2018/05/18 05:09:17.687,R2
Case No. 6,CollectTickets,2018/05/18 05:13:00.687,2018/05/18 05:13:00.687,R2
Case No. 6,DoSomething,2018/05/18 05:43:56.687,2018/05/18 05:43:56.687,R2
Case No. 6,UseTransport,2018/05/18 05:47:28.687,2018/05/18 05:47:28.687,R2
Case No. 6,ArchiveDocuments,2018/05/18 05:47:50.687,2018/05/18 05:47:50.687,R1
Case No. 6,BookTransport,2018/05/18 05:51:30.687,2018/05/18 05:51:30.687,R1
Case No. 6,DoSomethingElse,2018/05/18 05:57:49.687,2018/05/18 05:57:49.687,R1
Case No. 6,DoSomethingDifferent,2018/05/18 06:23:33.687,2018/05/18 06:23:33.687,R2
Case No. 6,DoSomethingDifferent,2018/05/18 06:38:42.687,2018/05/18 06:38:42.687,R1
Case No. 7,ApplyForTrip,2018/05/18 15:41:58.452,2018/05/18 15:41:58.452,R1
Case No. 7,BookAccomodation,2018/05/18 16:16:14.452,2018/05/18 16:16:14.452,R1
Case No. 7,CollectTickets,2018/05/18 16:21:44.452,2018/05/18 16:21:44.452,R1
Case No. 7,DoSomethingElse,2018/05/18 16:45:16.452,2018/05/18 16:45:16.452,R1
Case No. 7,DoSomething,2018/05/18 16:55:12.452,2018/05/18 16:55:12.452,R1
Case No. 7,UseTransport,2018/05/18 17:36:19.452,2018/05/18 17:36:19.452,R2
Case No. 7,BookTransport,2018/05/18 18:06:07.452,2018/05/18 18:06:07.452,R1
Case No. 7,ApproveApplication,2018/05/18 18:08:54.452,2018/05/18 18:08:54.452,R1
Case No. 7,DoSomethingDifferent,2018/05/18 18:25:49.452,2018/05/18 18:25:49.452,R2
Case No. 7,ArchiveDocuments,2018/05/18 18:44:41.452,2018/05/18 18:44:41.452,R1
Case No. 7,DoSomethingDifferent,2018/05/18 19:00:03.452,2018/05/18 19:00:03.452,R1
Case No. 7,DoSomethingDifferent,2018/05/18 19:28:40.452,2018/05/18 19:28:40.452,R1
Case No. 8,ApplyForTrip,2018/05/18 11:43:42.802,2018/05/18 11:43:42.802,R2
Case No. 8,BookAccomodation,2018/05/18 12:13:49.802,2018/05/18 12:13:49.802,R2
Case No. 8,BookTransport,2018/05/18 12:24:44.802,2018/05/18 12:24:44.802,R2
Case No. 8,DoSomethingDifferent,2018/05/18 12:37:09.802,2018/05/18 12:37:09.802,R2
Case No. 8,ApproveApplication,2018/05/18 12:45:37.802,2018/05/18 12:45:37.802,R2
Case No. 8,BookTransport,2018/05/18 13:09:21.802,2018/05/18 13:09:21.802,R1
Case No. 8,DoSomethingDifferent,2018/05/18 13:26:10.802,2018/05/18 13:26:10.802,R2
Case No. 8,CollectTickets,2018/05/18 13:51:38.802,2018/05/18 13:51:38.802,R2
Case No. 8,DoSomething,2018/05/18 13:51:56.802,2018/05/18 13:51:56.802,R1
Case No. 8,UseTransport,2018/05/18 13:52:38.802,2018/05/18 13:52:38.802,R2
Case No. 8,DoSomethingElse,2018/05/18 15:11:28.802,2018/05/18 15:11:28.802,R2
Case No. 8,ArchiveDocuments,2018/05/18 15:25:21.802,2018/05/18 15:25:21.802,R1
Case No. 9,ApplyForTrip,2018/05/18 04:09:55.186,2018/05/18 04:09:55.186,R2
Case No. 9,BookTransport,2018/05/18 04:16:58.186,2018/05/18 04:16:58.186,R1
Case No. 9,ApproveApplication,2018/05/18 04:58:30.186,2018/05/18 04:58:30.186,R1
Case No. 9,DoSomethingElse,2018/05/18 05:02:23.186,2018/05/18 05:02:23.186,R1
Case No. 9,DoSomethingDifferent,2018/05/18 05:22:23.186,2018/05/18 05:22:23.186,R1
Case No. 9,CollectTickets,2018/05/18 06:11:58.186,2018/05/18 06:11:58.186,R2
Case No. 9,ArchiveDocuments,2018/05/18 06:24:36.186,2018/05/18 06:24:36.186,R2
Case No. 9,DoSomethingElse,2018/05/18 06:35:37.186,2018/05/18 06:35:37.186,R1
Case No. 9,UseTransport,2018/05/18 06:53:15.186,2018/05/18 06:53:15.186,R1
Case No. 9,BookAccomodation,2018/05/18 06:54:37.186,2018/05/18 06:54:37.186,R2
Case No. 9,DoSomething,2018/05/18 07:06:10.186,2018/05/18 07:06:10.186,R2
Case No. 9,DoSomethingElse,2018/05/18 07:31:44.186,2018/05/18 07:31:44.186,R1
