case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/18 03:44:49.436,2018/05/18 03:44:49.436,R2
Case No. 1,BookTransport,2018/05/18 03:46:10.436,2018/05/18 03:46:10.436,R2
Case No. 1,DoSomething,2018/05/18 04:39:03.436,2018/05/18 04:39:03.436,R1
Case No. 1,UseTransport,2018/05/18 05:30:05.436,2018/05/18 05:30:05.436,R1
Case No. 1,DoSomethingElse,2018/05/18 05:39:19.436,2018/05/18 05:39:19.436,R1
Case No. 1,BookAccomodation,2018/05/18 06:13:42.436,2018/05/18 06:13:42.436,R2
Case No. 1,ApproveApplication,2018/05/18 06:39:52.436,2018/05/18 06:39:52.436,R1
Case No. 1,CollectTickets,2018/05/18 06:51:12.436,2018/05/18 06:51:12.436,R1
Case No. 1,DoSomethingDifferent,2018/05/18 06:54:21.436,2018/05/18 06:54:21.436,R2
Case No. 1,DoSomethingDifferent,2018/05/18 07:16:21.436,2018/05/18 07:16:21.436,R2
Case No. 1,ArchiveDocuments,2018/05/18 07:19:07.436,2018/05/18 07:19:07.436,R2
Case No. 1,BookAccomodation,2018/05/18 07:24:13.436,2018/05/18 07:24:13.436,R2
Case No. 2,ApplyForTrip,2018/05/18 04:24:41.713,2018/05/18 04:24:41.713,R1
Case No. 2,DoSomethingElse,2018/05/18 04:38:37.713,2018/05/18 04:38:37.713,R1
Case No. 2,BookAccomodation,2018/05/18 04:44:45.713,2018/05/18 04:44:45.713,R1
Case No. 2,CollectTickets,2018/05/18 04:52:32.713,2018/05/18 04:52:32.713,R1
Case No. 2,BookTransport,2018/05/18 05:02:49.713,2018/05/18 05:02:49.713,R2
Case No. 2,ApproveApplication,2018/05/18 05:13:04.713,2018/05/18 05:13:04.713,R1
Case No. 2,DoSomething,2018/05/18 05:43:55.713,2018/05/18 05:43:55.713,R1
Case No. 2,UseTransport,2018/05/18 06:08:43.713,2018/05/18 06:08:43.713,R1
Case No. 2,BookTransport,2018/05/18 06:47:55.713,2018/05/18 06:47:55.713,R1
Case No. 2,ArchiveDocuments,2018/05/18 07:19:16.713,2018/05/18 07:19:16.713,R1
Case No. 2,DoSomethingDifferent,2018/05/18 07:23:28.713,2018/05/18 07:23:28.713,R1
Case No. 2,DoSomethingDifferent,2018/05/18 07:27:54.713,2018/05/18 07:27:54.713,R2
Case No. 3,ApplyForTrip,2018/05/18 08:30:01.436,2018/05/18 08:30:01.436,R1
Case No. 3,DoSomethingElse,2018/05/18 09:05:16.436,2018/05/18 09:05:16.436,R1
Case No. 3,BookAccomodation,2018/05/18 09:15:33.436,2018/05/18 09:15:33.436,R2
Case No. 3,DoSomething,2018/05/18 09:18:25.436,2018/05/18 09:18:25.436,R1
Case No. 3,UseTransport,2018/05/18 09:20:33.436,2018/05/18 09:20:33.436,R1
Case No. 3,BookTransport,2018/05/18 09:26:28.436,2018/05/18 09:26:28.436,R1
Case No. 3,CollectTickets,2018/05/18 09:56:35.436,2018/05/18 09:56:35.436,R2
Case No. 3,UseTransport,2018/05/18 10:08:08.436,2018/05/18 10:08:08.436,R1
Case No. 3,UseTransport,2018/05/18 10:09:54.436,2018/05/18 10:09:54.436,R1
Case No. 3,ApproveApplication,2018/05/18 10:35:34.436,2018/05/18 10:35:34.436,R1
Case No. 3,ArchiveDocuments,2018/05/18 11:23:22.436,2018/05/18 11:23:22.436,R1
Case No. 3,DoSomethingDifferent,2018/05/18 11:39:24.436,2018/05/18 11:39:24.436,R2
Case No. 4,ApplyForTrip,2018/05/18 07:46:58.713,2018/05/18 07:46:58.713,R2
Case No. 4,DoSomethingElse,2018/05/18 08:33:10.713,2018/05/18 08:33:10.713,R1
Case No. 4,BookTransport,2018/05/18 08:37:24.713,2018/05/18 08:37:24.713,R1
Case No. 4,BookAccomodation,2018/05/18 08:46:39.713,2018/05/18 08:46:39.713,R2
Case No. 4,ApproveApplication,2018/05/18 08:57:42.713,2018/05/18 08:57:42.713,R2
Case No. 4,CollectTickets,2018/05/18 09:25:20.713,2018/05/18 09:25:20.713,R1
Case No. 4,DoSomething,2018/05/18 09:42:34.713,2018/05/18 09:42:34.713,R1
Case No. 4,UseTransport,2018/05/18 09:52:06.713,2018/05/18 09:52:06.713,R1
Case No. 4,ArchiveDocuments,2018/05/18 10:29:04.713,2018/05/18 10:29:04.713,R1
Case No. 4,BookTransport,2018/05/18 10:59:49.713,2018/05/18 10:59:49.713,R1
Case No. 4,BookAccomodation,2018/05/18 11:06:00.713,2018/05/18 11:06:00.713,R1
Case No. 4,BookAccomodation,2018/05/18 11:31:14.713,2018/05/18 11:31:14.713,R2
Case No. 5,ApplyForTrip,2018/05/18 11:50:52.436,2018/05/18 11:50:52.436,R1
Case No. 5,BookAccomodation,2018/05/18 11:54:02.436,2018/05/18 11:54:02.436,R1
Case No. 5,BookTransport,2018/05/18 12:03:05.436,2018/05/18 12:03:05.436,R2
Case No. 5,ApproveApplication,2018/05/18 12:25:31.436,2018/05/18 12:25:31.436,R2
Case No. 5,CollectTickets,2018/05/18 13:20:54.436,2018/05/18 13:20:54.436,R2
Case No. 5,DoSomethingDifferent,2018/05/18 13:27:51.436,2018/05/18 13:27:51.436,R2
Case No. 5,BookTransport,2018/05/18 13:59:54.436,2018/05/18 13:59:54.436,R2
Case No. 5,UseTransport,2018/05/18 14:14:02.436,2018/05/18 14:14:02.436,R1
Case No. 5,ArchiveDocuments,2018/05/18 14:17:23.436,2018/05/18 14:17:23.436,R1
Case No. 5,DoSomethingElse,2018/05/18 14:23:30.436,2018/05/18 14:23:30.436,R1
Case No. 5,DoSomething,2018/05/18 15:02:01.436,2018/05/18 15:02:01.436,R1
Case No. 5,UseTransport,2018/05/18 15:09:20.436,2018/05/18 15:09:20.436,R1
Case No. 6,ApplyForTrip,2018/05/18 03:45:17.775,2018/05/18 03:45:17.775,R1
Case No. 6,UseTransport,2018/05/18 03:46:25.775,2018/05/18 03:46:25.775,R1
Case No. 6,DoSomethingElse,2018/05/18 05:06:27.775,2018/05/18 05:06:27.775,R1
Case No. 6,BookTransport,2018/05/18 05:37:40.775,2018/05/18 05:37:40.775,R1
Case No. 6,CollectTickets,2018/05/18 05:40:52.775,2018/05/18 05:40:52.775,R2
Case No. 6,BookAccomodation,2018/05/18 05:50:18.775,2018/05/18 05:50:18.775,R1
Case No. 6,ApproveApplication,2018/05/18 06:23:03.775,2018/05/18 06:23:03.775,R1
Case No. 6,DoSomething,2018/05/18 06:26:31.775,2018/05/18 06:26:31.775,R2
Case No. 6,UseTransport,2018/05/18 07:12:01.775,2018/05/18 07:12:01.775,R2
Case No. 6,BookTransport,2018/05/18 07:25:39.775,2018/05/18 07:25:39.775,R1
Case No. 6,ArchiveDocuments,2018/05/18 07:34:31.775,2018/05/18 07:34:31.775,R2
Case No. 6,BookTransport,2018/05/18 07:34:46.775,2018/05/18 07:34:46.775,R2
Case No. 7,ApplyForTrip,2018/05/18 15:50:20.436,2018/05/18 15:50:20.436,R2
Case No. 7,CollectTickets,2018/05/18 16:38:25.436,2018/05/18 16:38:25.436,R1
Case No. 7,BookAccomodation,2018/05/18 17:05:28.436,2018/05/18 17:05:28.436,R1
Case No. 7,BookTransport,2018/05/18 17:18:41.436,2018/05/18 17:18:41.436,R2
Case No. 7,DoSomethingElse,2018/05/18 17:27:58.436,2018/05/18 17:27:58.436,R1
Case No. 7,DoSomething,2018/05/18 17:47:14.436,2018/05/18 17:47:14.436,R1
Case No. 7,UseTransport,2018/05/18 18:20:00.436,2018/05/18 18:20:00.436,R1
Case No. 7,ApproveApplication,2018/05/18 18:23:07.436,2018/05/18 18:23:07.436,R1
Case No. 7,ArchiveDocuments,2018/05/18 18:34:50.436,2018/05/18 18:34:50.436,R1
Case No. 7,DoSomethingDifferent,2018/05/18 19:04:30.436,2018/05/18 19:04:30.436,R2
Case No. 7,DoSomethingDifferent,2018/05/18 19:12:22.436,2018/05/18 19:12:22.436,R1
Case No. 7,DoSomethingDifferent,2018/05/18 19:35:44.436,2018/05/18 19:35:44.436,R2
Case No. 8,ApplyForTrip,2018/05/18 12:01:44.713,2018/05/18 12:01:44.713,R2
Case No. 8,CollectTickets,2018/05/18 12:12:59.713,2018/05/18 12:12:59.713,R1
Case No. 8,BookAccomodation,2018/05/18 12:35:40.713,2018/05/18 12:35:40.713,R2
Case No. 8,UseTransport,2018/05/18 12:43:19.713,2018/05/18 12:43:19.713,R1
Case No. 8,BookTransport,2018/05/18 13:39:43.713,2018/05/18 13:39:43.713,R2
Case No. 8,ApproveApplication,2018/05/18 14:08:11.713,2018/05/18 14:08:11.713,R1
Case No. 8,DoSomething,2018/05/18 14:41:20.713,2018/05/18 14:41:20.713,R1
Case No. 8,UseTransport,2018/05/18 14:52:51.713,2018/05/18 14:52:51.713,R1
Case No. 8,CollectTickets,2018/05/18 15:15:34.713,2018/05/18 15:15:34.713,R2
Case No. 8,DoSomethingDifferent,2018/05/18 15:19:10.713,2018/05/18 15:19:10.713,R1
Case No. 8,CollectTickets,2018/05/18 15:22:35.713,2018/05/18 15:22:35.713,R1
Case No. 8,ArchiveDocuments,2018/05/18 15:34:10.713,2018/05/18 15:34:10.713,R2
Case No. 9,ApplyForTrip,2018/05/18 03:56:07.476,2018/05/18 03:56:07.476,R1
Case No. 9,BookTransport,2018/05/18 04:53:34.476,2018/05/18 04:53:34.476,R2
Case No. 9,BookTransport,2018/05/18 04:57:58.476,2018/05/18 04:57:58.476,R2
Case No. 9,ApproveApplication,2018/05/18 05:04:38.476,2018/05/18 05:04:38.476,R1
Case No. 9,DoSomethingDifferent,2018/05/18 05:22:25.476,2018/05/18 05:22:25.476,R1
Case No. 9,CollectTickets,2018/05/18 06:11:45.476,2018/05/18 06:11:45.476,R2
Case No. 9,UseTransport,2018/05/18 06:36:58.476,2018/05/18 06:36:58.476,R1
Case No. 9,BookAccomodation,2018/05/18 06:50:40.476,2018/05/18 06:50:40.476,R1
Case No. 9,ArchiveDocuments,2018/05/18 06:57:17.476,2018/05/18 06:57:17.476,R1
Case No. 9,BookAccomodation,2018/05/18 07:02:08.476,2018/05/18 07:02:08.476,R1
Case No. 9,UseTransport,2018/05/18 07:05:11.476,2018/05/18 07:05:11.476,R2
Case No. 9,BookAccomodation,2018/05/18 07:37:01.476,2018/05/18 07:37:01.476,R2
Case No. 10,ApplyForTrip,2018/05/18 08:14:19.775,2018/05/18 08:14:19.775,R1
Case No. 10,CollectTickets,2018/05/18 08:19:28.775,2018/05/18 08:19:28.775,R1
Case No. 10,DoSomethingElse,2018/05/18 08:38:49.775,2018/05/18 08:38:49.775,R2
