case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/18 04:25:43.029,2018/05/18 04:25:43.029,R5
Case No. 1,BookTransport,2018/05/18 05:17:46.029,2018/05/18 05:17:46.029,R5
Case No. 1,BookAccomodation,2018/05/18 05:32:27.029,2018/05/18 05:32:27.029,R5
Case No. 1,ApproveApplication,2018/05/18 05:33:22.029,2018/05/18 05:33:22.029,R5
Case No. 1,CollectTickets,2018/05/18 05:41:08.029,2018/05/18 05:41:08.029,R5
Case No. 1,ArchiveDocuments,2018/05/18 06:04:38.029,2018/05/18 06:04:38.029,R5
Case No. 1,DoSomethingDifferent,2018/05/18 06:12:08.029,2018/05/18 06:12:08.029,R4
Case No. 1,DoSomethingDifferent,2018/05/18 06:26:14.029,2018/05/18 06:26:14.029,R3
Case No. 1,DoSomethingDifferent,2018/05/18 06:29:05.029,2018/05/18 06:29:05.029,R1
Case No. 1,DoSomethingDifferent,2018/05/18 07:39:10.029,2018/05/18 07:39:10.029,R1
Case No. 1,DoSomething,2018/05/18 07:42:43.029,2018/05/18 07:42:43.029,R5
Case No. 1,DoSomethingElse,2018/05/18 07:45:41.029,2018/05/18 07:45:41.029,R5
Case No. 2,ApplyForTrip,2018/05/18 05:08:34.292,2018/05/18 05:08:34.292,R5
Case No. 2,BookTransport,2018/05/18 05:45:39.292,2018/05/18 05:45:39.292,R5
Case No. 2,BookAccomodation,2018/05/18 05:51:29.292,2018/05/18 05:51:29.292,R5
Case No. 2,ApproveApplication,2018/05/18 05:59:07.292,2018/05/18 05:59:07.292,R5
Case No. 2,CollectTickets,2018/05/18 06:16:04.292,2018/05/18 06:16:04.292,R5
Case No. 2,ArchiveDocuments,2018/05/18 06:18:02.292,2018/05/18 06:18:02.292,R5
Case No. 2,DoSomething,2018/05/18 06:36:40.292,2018/05/18 06:36:40.292,R1
Case No. 2,DoSomethingDifferent,2018/05/18 06:40:03.292,2018/05/18 06:40:03.292,R3
Case No. 2,DoSomethingDifferent,2018/05/18 06:48:43.292,2018/05/18 06:48:43.292,R1
Case No. 2,DoSomethingDifferent,2018/05/18 07:24:56.292,2018/05/18 07:24:56.292,R1
Case No. 2,DoSomething,2018/05/18 08:01:07.292,2018/05/18 08:01:07.292,R5
Case No. 2,DoSomethingElse,2018/05/18 08:02:24.292,2018/05/18 08:02:24.292,R5
Case No. 3,ApplyForTrip2,2018/05/18 04:43:39.641,2018/05/18 04:43:39.641,R5
Case No. 3,BookTransport2,2018/05/18 04:45:09.641,2018/05/18 04:45:09.641,R5
Case No. 3,BookAccomodation2,2018/05/18 05:48:06.641,2018/05/18 05:48:06.641,R5
Case No. 3,ApproveApplication2,2018/05/18 06:10:21.641,2018/05/18 06:10:21.641,R5
Case No. 3,CollectTickets2,2018/05/18 06:39:02.641,2018/05/18 06:39:02.641,R5
Case No. 3,ArchiveDocuments2,2018/05/18 06:46:54.641,2018/05/18 06:46:54.641,R5
