case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/17 04:25:13.787,2018/05/17 04:25:13.787,R1
Case No. 1,BookTransport,2018/05/17 04:38:16.787,2018/05/17 04:38:16.787,R3
Case No. 1,BookAccomodation,2018/05/17 05:01:08.787,2018/05/17 05:01:08.787,R5
Case No. 1,ApproveApplication,2018/05/17 05:12:23.787,2018/05/17 05:12:23.787,R20
Case No. 1,CollectTickets,2018/05/17 05:38:18.787,2018/05/17 05:38:18.787,R19
Case No. 1,ArchiveDocuments,2018/05/17 05:43:46.787,2018/05/17 05:43:46.787,R13
Case No. 1,DoSomethingElse,2018/05/17 05:53:01.787,2018/05/17 05:53:01.787,R18
Case No. 1,DoSomething,2018/05/17 06:24:28.787,2018/05/17 06:24:28.787,R16
Case No. 1,ArchiveDocuments,2018/05/17 06:32:38.787,2018/05/17 06:32:38.787,R20
Case No. 1,UseTransport,2018/05/17 06:33:12.787,2018/05/17 06:33:12.787,R18
Case No. 1,DoSomething,2018/05/17 06:43:50.787,2018/05/17 06:43:50.787,R20
Case No. 1,ArchiveDocuments,2018/05/17 07:32:43.787,2018/05/17 07:32:43.787,R12
Case No. 2,ApplyForTrip,2018/05/17 04:07:57.328,2018/05/17 04:07:57.328,R2
Case No. 2,BookTransport,2018/05/17 05:40:35.328,2018/05/17 05:40:35.328,R3
Case No. 2,BookAccomodation,2018/05/17 05:54:25.328,2018/05/17 05:54:25.328,R5
Case No. 2,ApproveApplication,2018/05/17 06:02:19.328,2018/05/17 06:02:19.328,R10
Case No. 2,CollectTickets,2018/05/17 06:12:37.328,2018/05/17 06:12:37.328,R12
Case No. 2,ArchiveDocuments,2018/05/17 06:14:47.328,2018/05/17 06:14:47.328,R2
Case No. 2,DoSomething,2018/05/17 06:18:23.328,2018/05/17 06:18:23.328,R16
Case No. 2,DoSomething,2018/05/17 06:20:59.328,2018/05/17 06:20:59.328,R20
Case No. 2,DoSomethingDifferent,2018/05/17 06:31:32.328,2018/05/17 06:31:32.328,R20
Case No. 2,UseTransport,2018/05/17 06:53:32.328,2018/05/17 06:53:32.328,R10
Case No. 2,DoSomethingElse,2018/05/17 07:27:37.328,2018/05/17 07:27:37.328,R18
Case No. 2,DoSomethingDifferent,2018/05/17 07:47:38.328,2018/05/17 07:47:38.328,R18
Case No. 2,UseTransport,2018/05/17 08:00:30.328,2018/05/17 08:00:30.328,R20
Case No. 3,ApplyForTrip,2018/05/17 08:13:10.787,2018/05/17 08:13:10.787,R1
Case No. 3,BookTransport,2018/05/17 08:14:27.787,2018/05/17 08:14:27.787,R3
Case No. 3,BookAccomodation,2018/05/17 08:33:20.787,2018/05/17 08:33:20.787,R5
Case No. 3,ApproveApplication,2018/05/17 08:56:17.787,2018/05/17 08:56:17.787,R20
Case No. 3,CollectTickets,2018/05/17 09:04:11.787,2018/05/17 09:04:11.787,R19
Case No. 3,ArchiveDocuments,2018/05/17 09:19:03.787,2018/05/17 09:19:03.787,R20
Case No. 3,DoSomethingElse,2018/05/17 09:34:19.787,2018/05/17 09:34:19.787,R18
Case No. 3,DoSomething,2018/05/17 09:47:25.787,2018/05/17 09:47:25.787,R16
Case No. 3,UseTransport,2018/05/17 09:59:57.787,2018/05/17 09:59:57.787,R12
Case No. 3,DoSomethingDifferent,2018/05/17 10:15:24.787,2018/05/17 10:15:24.787,R20
Case No. 3,ArchiveDocuments,2018/05/17 10:16:32.787,2018/05/17 10:16:32.787,R12
Case No. 3,DoSomethingElse,2018/05/17 11:29:51.787,2018/05/17 11:29:51.787,R19
Case No. 4,ApplyForTrip,2018/05/17 08:04:05.328,2018/05/17 08:04:05.328,R2
Case No. 4,BookTransport,2018/05/17 08:16:59.328,2018/05/17 08:16:59.328,R3
