case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/14 05:27:51.786,2018/05/14 05:27:51.786,R5
Case No. 1,BookAccomodation,2018/05/14 05:36:19.786,2018/05/14 05:36:19.786,R5
Case No. 1,ApproveApplication,2018/05/14 05:47:19.786,2018/05/14 05:47:19.786,R5
Case No. 1,ApproveApplication,2018/05/14 06:33:06.786,2018/05/14 06:33:06.786,R5
Case No. 1,ApproveApplication,2018/05/14 06:51:43.786,2018/05/14 06:51:43.786,R5
Case No. 1,ApproveApplication,2018/05/14 06:54:53.786,2018/05/14 06:54:53.786,R5
Case No. 1,ApproveApplication,2018/05/14 07:33:33.786,2018/05/14 07:33:33.786,R5
Case No. 1,ApproveApplication,2018/05/14 08:06:10.786,2018/05/14 08:06:10.786,R5
Case No. 1,ApproveApplication,2018/05/14 08:15:01.786,2018/05/14 08:15:01.786,R5
Case No. 1,BookAccomodation,2018/05/14 08:38:39.786,2018/05/14 08:38:39.786,R5
Case No. 1,ApproveApplication,2018/05/14 08:47:37.786,2018/05/14 08:47:37.786,R5
Case No. 2,ApplyForTrip,2018/05/14 05:21:25.574,2018/05/14 05:21:25.574,R5
Case No. 2,BookAccomodation,2018/05/14 05:41:14.574,2018/05/14 05:41:14.574,R1
Case No. 2,ApproveApplication,2018/05/14 05:44:48.574,2018/05/14 05:44:48.574,R5
Case No. 2,ArchiveDocuments,2018/05/14 05:47:06.574,2018/05/14 05:47:06.574,R5
Case No. 2,CollectTickets,2018/05/14 06:46:14.574,2018/05/14 06:46:14.574,R4
Case No. 2,BookAccomodation,2018/05/14 06:47:08.574,2018/05/14 06:47:08.574,R5
Case No. 2,ApproveApplication,2018/05/14 07:27:56.574,2018/05/14 07:27:56.574,R5
Case No. 2,ApproveApplication,2018/05/14 07:41:53.574,2018/05/14 07:41:53.574,R5
Case No. 2,ApproveApplication,2018/05/14 07:55:28.574,2018/05/14 07:55:28.574,R5
Case No. 2,ApproveApplication,2018/05/14 08:03:59.574,2018/05/14 08:03:59.574,R5
Case No. 2,ApproveApplication,2018/05/14 09:02:27.574,2018/05/14 09:02:27.574,R5
Case No. 3,ApplyForTrip,2018/05/14 09:21:59.786,2018/05/14 09:21:59.786,R5
Case No. 3,BookAccomodation,2018/05/14 09:22:44.786,2018/05/14 09:22:44.786,R5
Case No. 3,ApproveApplication,2018/05/14 09:36:50.786,2018/05/14 09:36:50.786,R5
