case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/14 05:26:20.265,2018/05/14 05:26:20.265,R5
Case No. 1,BookAccomodation,2018/05/14 05:29:14.265,2018/05/14 05:29:14.265,R5
Case No. 1,ApproveApplication,2018/05/14 05:30:13.265,2018/05/14 05:30:13.265,R5
Case No. 1,ApproveApplication,2018/05/14 05:41:58.265,2018/05/14 05:41:58.265,R5
Case No. 1,ApproveApplication,2018/05/14 06:05:25.265,2018/05/14 06:05:25.265,R5
Case No. 1,ApproveApplication,2018/05/14 06:47:22.265,2018/05/14 06:47:22.265,R5
Case No. 1,ApproveApplication,2018/05/14 06:58:33.265,2018/05/14 06:58:33.265,R5
Case No. 1,ApproveApplication,2018/05/14 07:28:38.265,2018/05/14 07:28:38.265,R5
Case No. 1,ApproveApplication,2018/05/14 07:32:30.265,2018/05/14 07:32:30.265,R5
Case No. 1,BookAccomodation,2018/05/14 08:52:23.265,2018/05/14 08:52:23.265,R5
Case No. 1,ApproveApplication,2018/05/14 09:10:52.265,2018/05/14 09:10:52.265,R5
Case No. 2,ApplyForTrip,2018/05/14 05:15:26.906,2018/05/14 05:15:26.906,R3
Case No. 2,BookAccomodation,2018/05/14 05:37:02.906,2018/05/14 05:37:02.906,R2
Case No. 2,ApproveApplication,2018/05/14 05:50:03.906,2018/05/14 05:50:03.906,R5
Case No. 2,CollectTickets,2018/05/14 06:12:49.906,2018/05/14 06:12:49.906,R4
Case No. 2,ApproveApplication,2018/05/14 06:43:26.906,2018/05/14 06:43:26.906,R5
Case No. 2,ApproveApplication,2018/05/14 07:41:25.906,2018/05/14 07:41:25.906,R5
Case No. 2,ApproveApplication,2018/05/14 08:39:28.906,2018/05/14 08:39:28.906,R5
Case No. 2,ApproveApplication,2018/05/14 08:39:58.906,2018/05/14 08:39:58.906,R5
Case No. 2,BookAccomodation,2018/05/14 08:40:01.906,2018/05/14 08:40:01.906,R5
Case No. 2,ApproveApplication,2018/05/14 08:56:51.906,2018/05/14 08:56:51.906,R2
Case No. 2,ArchiveDocuments,2018/05/14 09:08:51.906,2018/05/14 09:08:51.906,R5
Case No. 3,ApplyForTrip,2018/05/14 09:19:00.265,2018/05/14 09:19:00.265,R5
Case No. 3,BookAccomodation,2018/05/14 09:26:12.265,2018/05/14 09:26:12.265,R5
Case No. 3,ApproveApplication,2018/05/14 09:41:26.265,2018/05/14 09:41:26.265,R5
Case No. 3,ApproveApplication,2018/05/14 11:22:28.265,2018/05/14 11:22:28.265,R5
Case No. 3,ApproveApplication,2018/05/14 11:26:29.265,2018/05/14 11:26:29.265,R5
Case No. 3,ApproveApplication,2018/05/14 11:44:55.265,2018/05/14 11:44:55.265,R5
Case No. 3,ApproveApplication,2018/05/14 11:59:54.265,2018/05/14 11:59:54.265,R5
Case No. 3,ApproveApplication,2018/05/14 12:08:13.265,2018/05/14 12:08:13.265,R5
Case No. 3,BookAccomodation,2018/05/14 12:11:35.265,2018/05/14 12:11:35.265,R5
Case No. 3,ApproveApplication,2018/05/14 12:40:24.265,2018/05/14 12:40:24.265,R5
Case No. 3,ApproveApplication,2018/05/14 12:48:40.265,2018/05/14 12:48:40.265,R5
Case No. 4,ApplyForTrip,2018/05/14 09:27:37.906,2018/05/14 09:27:37.906,R4
Case No. 4,BookAccomodation,2018/05/14 09:58:33.906,2018/05/14 09:58:33.906,R5
Case No. 4,ApproveApplication,2018/05/14 10:18:37.906,2018/05/14 10:18:37.906,R5
Case No. 4,CollectTickets,2018/05/14 10:50:45.906,2018/05/14 10:50:45.906,R4
Case No. 4,ArchiveDocuments,2018/05/14 11:02:17.906,2018/05/14 11:02:17.906,R5
Case No. 4,CollectTickets,2018/05/14 12:07:06.906,2018/05/14 12:07:06.906,R5
Case No. 4,ApproveApplication,2018/05/14 12:11:15.906,2018/05/14 12:11:15.906,R5
Case No. 4,ApproveApplication,2018/05/14 12:14:33.906,2018/05/14 12:14:33.906,R5
Case No. 4,ApproveApplication,2018/05/14 12:33:27.906,2018/05/14 12:33:27.906,R5
Case No. 4,BookAccomodation,2018/05/14 12:42:58.906,2018/05/14 12:42:58.906,R5
Case No. 4,ApproveApplication,2018/05/14 12:44:59.906,2018/05/14 12:44:59.906,R5
Case No. 5,ApplyForTrip,2018/05/14 13:28:46.265,2018/05/14 13:28:46.265,R4
Case No. 5,BookAccomodation,2018/05/14 13:32:15.265,2018/05/14 13:32:15.265,R5
Case No. 5,ApproveApplication,2018/05/14 13:32:50.265,2018/05/14 13:32:50.265,R5
Case No. 5,ApproveApplication,2018/05/14 14:01:39.265,2018/05/14 14:01:39.265,R5
Case No. 5,ApproveApplication,2018/05/14 15:13:14.265,2018/05/14 15:13:14.265,R5
Case No. 5,ApproveApplication,2018/05/14 15:21:25.265,2018/05/14 15:21:25.265,R5
Case No. 5,ApproveApplication,2018/05/14 15:36:31.265,2018/05/14 15:36:31.265,R5
Case No. 5,ApproveApplication,2018/05/14 15:58:32.265,2018/05/14 15:58:32.265,R5
Case No. 5,BookAccomodation,2018/05/14 16:12:12.265,2018/05/14 16:12:12.265,R5
Case No. 5,ApproveApplication,2018/05/14 16:45:50.265,2018/05/14 16:45:50.265,R5
Case No. 5,ApproveApplication,2018/05/14 16:51:32.265,2018/05/14 16:51:32.265,R5
Case No. 6,ApplyForTrip,2018/05/14 05:27:23.474,2018/05/14 05:27:23.474,R3
Case No. 6,BookAccomodation,2018/05/14 06:21:52.474,2018/05/14 06:21:52.474,R5
Case No. 6,ApproveApplication,2018/05/14 06:29:50.474,2018/05/14 06:29:50.474,R5
Case No. 6,ApproveApplication,2018/05/14 06:40:14.474,2018/05/14 06:40:14.474,R3
Case No. 6,ApproveApplication,2018/05/14 06:53:02.474,2018/05/14 06:53:02.474,R5
Case No. 6,BookAccomodation,2018/05/14 07:46:49.474,2018/05/14 07:46:49.474,R5
Case No. 6,ApproveApplication,2018/05/14 07:57:02.474,2018/05/14 07:57:02.474,R5
Case No. 6,ApproveApplication,2018/05/14 08:02:48.474,2018/05/14 08:02:48.474,R5
Case No. 6,ArchiveDocuments,2018/05/14 08:33:25.474,2018/05/14 08:33:25.474,R5
Case No. 6,CollectTickets,2018/05/14 08:55:15.474,2018/05/14 08:55:15.474,R2
Case No. 6,ArchiveDocuments,2018/05/14 08:59:58.474,2018/05/14 08:59:58.474,R3
Case No. 7,ApplyForTrip,2018/05/14 17:22:06.265,2018/05/14 17:22:06.265,R3
Case No. 7,BookAccomodation,2018/05/14 18:07:52.265,2018/05/14 18:07:52.265,R5
Case No. 7,ApproveApplication,2018/05/14 18:28:19.265,2018/05/14 18:28:19.265,R5
Case No. 7,ApproveApplication,2018/05/14 18:37:44.265,2018/05/14 18:37:44.265,R5
Case No. 7,ApproveApplication,2018/05/14 18:47:32.265,2018/05/14 18:47:32.265,R5
Case No. 7,ApproveApplication,2018/05/14 18:51:49.265,2018/05/14 18:51:49.265,R5
Case No. 7,ApproveApplication,2018/05/14 19:02:37.265,2018/05/14 19:02:37.265,R5
Case No. 7,ApproveApplication,2018/05/14 19:16:48.265,2018/05/14 19:16:48.265,R5
Case No. 7,BookAccomodation,2018/05/14 19:27:50.265,2018/05/14 19:27:50.265,R5
Case No. 7,ApproveApplication,2018/05/14 19:44:47.265,2018/05/14 19:44:47.265,R5
Case No. 7,ApproveApplication,2018/05/14 21:05:05.265,2018/05/14 21:05:05.265,R5
Case No. 8,ApplyForTrip,2018/05/14 13:59:57.906,2018/05/14 13:59:57.906,R5
Case No. 8,BookAccomodation,2018/05/14 14:15:54.906,2018/05/14 14:15:54.906,R5
Case No. 8,ApproveApplication,2018/05/14 14:33:21.906,2018/05/14 14:33:21.906,R5
Case No. 8,CollectTickets,2018/05/14 14:33:25.906,2018/05/14 14:33:25.906,R4
Case No. 8,ArchiveDocuments,2018/05/14 14:38:12.906,2018/05/14 14:38:12.906,R5
Case No. 8,ApproveApplication,2018/05/14 14:44:23.906,2018/05/14 14:44:23.906,R5
Case No. 8,ArchiveDocuments,2018/05/14 14:46:43.906,2018/05/14 14:46:43.906,R5
Case No. 8,BookAccomodation,2018/05/14 16:05:40.906,2018/05/14 16:05:40.906,R5
Case No. 8,ApproveApplication,2018/05/14 16:07:28.906,2018/05/14 16:07:28.906,R5
