case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/18 04:40:37.112,2018/05/18 04:40:37.112,R5
Case No. 1,BookTransport,2018/05/18 04:42:45.112,2018/05/18 04:42:45.112,R5
Case No. 1,BookAccomodation,2018/05/18 04:51:00.112,2018/05/18 04:51:00.112,R5
Case No. 1,ApproveApplication,2018/05/18 05:21:05.112,2018/05/18 05:21:05.112,R5
Case No. 1,CollectTickets,2018/05/18 05:24:42.112,2018/05/18 05:24:42.112,R5
Case No. 1,ArchiveDocuments,2018/05/18 05:48:19.112,2018/05/18 05:48:19.112,R5
Case No. 1,DoSomethingDifferent,2018/05/18 05:56:42.112,2018/05/18 05:56:42.112,R5
Case No. 1,DoSomethingElse,2018/05/18 06:08:05.112,2018/05/18 06:08:05.112,R4
Case No. 1,UseTransport,2018/05/18 06:30:14.112,2018/05/18 06:30:14.112,R4
Case No. 1,DoSomethingDifferent,2018/05/18 06:39:57.112,2018/05/18 06:39:57.112,R5
Case No. 1,DoSomethingElse,2018/05/18 06:47:59.112,2018/05/18 06:47:59.112,R5
Case No. 1,DoSomethingDifferent,2018/05/18 06:58:25.112,2018/05/18 06:58:25.112,R5
Case No. 1,DoSomething,2018/05/18 07:24:01.112,2018/05/18 07:24:01.112,R5
Case No. 1,DoSomethingDifferent,2018/05/18 07:48:31.112,2018/05/18 07:48:31.112,R1
Case No. 1,DoSomethingDifferent,2018/05/18 08:08:36.112,2018/05/18 08:08:36.112,R1
Case No. 1,DoSomething,2018/05/18 08:18:16.112,2018/05/18 08:18:16.112,R5
Case No. 1,DoSomethingElse,2018/05/18 08:18:44.112,2018/05/18 08:18:44.112,R5
Case No. 2,ApplyForTrip,2018/05/18 04:55:24.185,2018/05/18 04:55:24.185,R5
Case No. 2,BookTransport,2018/05/18 05:26:46.185,2018/05/18 05:26:46.185,R5
Case No. 2,BookAccomodation,2018/05/18 05:30:33.185,2018/05/18 05:30:33.185,R5
Case No. 2,ApproveApplication,2018/05/18 05:34:51.185,2018/05/18 05:34:51.185,R5
Case No. 2,CollectTickets,2018/05/18 05:36:05.185,2018/05/18 05:36:05.185,R5
Case No. 2,ArchiveDocuments,2018/05/18 05:43:06.185,2018/05/18 05:43:06.185,R5
Case No. 2,DoSomethingElse,2018/05/18 06:02:11.185,2018/05/18 06:02:11.185,R5
Case No. 2,DoSomething,2018/05/18 06:26:13.185,2018/05/18 06:26:13.185,R5
Case No. 2,DoSomethingDifferent,2018/05/18 06:39:59.185,2018/05/18 06:39:59.185,R3
Case No. 2,DoSomething,2018/05/18 06:44:54.185,2018/05/18 06:44:54.185,R4
Case No. 2,DoSomethingDifferent,2018/05/18 06:51:41.185,2018/05/18 06:51:41.185,R5
Case No. 2,DoSomethingDifferent,2018/05/18 07:35:35.185,2018/05/18 07:35:35.185,R1
Case No. 2,DoSomethingDifferent,2018/05/18 07:36:13.185,2018/05/18 07:36:13.185,R3
Case No. 2,DoSomething,2018/05/18 08:04:46.185,2018/05/18 08:04:46.185,R5
Case No. 2,DoSomethingElse,2018/05/18 08:30:34.185,2018/05/18 08:30:34.185,R5
Case No. 3,ApplyForTrip2,2018/05/18 04:43:08.929,2018/05/18 04:43:08.929,R5
Case No. 3,BookTransport2,2018/05/18 04:51:41.929,2018/05/18 04:51:41.929,R5
Case No. 3,BookAccomodation2,2018/05/18 05:06:59.929,2018/05/18 05:06:59.929,R5
Case No. 3,ApproveApplication2,2018/05/18 05:14:27.929,2018/05/18 05:14:27.929,R5
Case No. 3,CollectTickets2,2018/05/18 05:27:08.929,2018/05/18 05:27:08.929,R5
Case No. 3,ArchiveDocuments2,2018/05/18 06:07:11.929,2018/05/18 06:07:11.929,R5
Case No. 3,UseTransport2,2018/05/18 06:10:11.929,2018/05/18 06:10:11.929,R4
Case No. 3,ApproveApplication2,2018/05/18 06:11:16.929,2018/05/18 06:11:16.929,R5
