case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/13 05:31:39.731,2018/05/13 05:31:39.731,R3
Case No. 1,DoSomethingElse,2018/05/13 05:46:49.731,2018/05/13 05:46:49.731,R4
Case No. 1,UseTransport,2018/05/13 05:47:24.731,2018/05/13 05:47:24.731,R3
Case No. 1,BookAccomodation,2018/05/13 06:14:07.731,2018/05/13 06:14:07.731,R4
Case No. 1,CollectTickets,2018/05/13 06:33:32.731,2018/05/13 06:33:32.731,R4
Case No. 1,BookTransport,2018/05/13 06:34:04.731,2018/05/13 06:34:04.731,R4
Case No. 1,DoSomething,2018/05/13 07:26:03.731,2018/05/13 07:26:03.731,R3
Case No. 1,UseTransport,2018/05/13 07:29:43.731,2018/05/13 07:29:43.731,R4
Case No. 1,ApproveApplication,2018/05/13 07:34:28.731,2018/05/13 07:34:28.731,R3
Case No. 1,UseTransport,2018/05/13 07:44:34.731,2018/05/13 07:44:34.731,R5
Case No. 1,DoSomethingDifferent,2018/05/13 07:58:39.731,2018/05/13 07:58:39.731,R5
Case No. 1,ApplyForTrip,2018/05/13 08:06:51.731,2018/05/13 08:06:51.731,R5
Case No. 1,DoSomethingElse,2018/05/13 08:47:22.731,2018/05/13 08:47:22.731,R1
Case No. 1,UseTransport,2018/05/13 08:53:28.731,2018/05/13 08:53:28.731,R2
Case No. 1,DoSomethingDifferent,2018/05/13 08:56:35.731,2018/05/13 08:56:35.731,R4
Case No. 1,ArchiveDocuments,2018/05/13 08:57:12.731,2018/05/13 08:57:12.731,R1
Case No. 1,DoSomethingDifferent,2018/05/13 08:57:37.731,2018/05/13 08:57:37.731,R1
Case No. 2,ApplyForTrip,2018/05/13 05:46:56.191,2018/05/13 05:46:56.191,R5
Case No. 2,ArchiveDocuments,2018/05/13 06:05:56.191,2018/05/13 06:05:56.191,R2
Case No. 2,BookTransport,2018/05/13 06:10:11.191,2018/05/13 06:10:11.191,R5
Case No. 2,BookAccomodation,2018/05/13 06:38:03.191,2018/05/13 06:38:03.191,R5
Case No. 2,CollectTickets,2018/05/13 06:44:18.191,2018/05/13 06:44:18.191,R5
Case No. 2,ApproveApplication,2018/05/13 06:49:14.191,2018/05/13 06:49:14.191,R3
Case No. 2,DoSomething,2018/05/13 06:55:30.191,2018/05/13 06:55:30.191,R5
Case No. 2,UseTransport,2018/05/13 07:00:31.191,2018/05/13 07:00:31.191,R5
Case No. 2,ArchiveDocuments,2018/05/13 07:01:56.191,2018/05/13 07:01:56.191,R2
Case No. 2,DoSomething,2018/05/13 07:12:34.191,2018/05/13 07:12:34.191,R3
Case No. 2,UseTransport,2018/05/13 07:14:47.191,2018/05/13 07:14:47.191,R4
Case No. 2,DoSomethingElse,2018/05/13 07:22:32.191,2018/05/13 07:22:32.191,R4
Case No. 2,DoSomethingElse,2018/05/13 07:31:49.191,2018/05/13 07:31:49.191,R5
Case No. 2,DoSomethingDifferent,2018/05/13 07:38:39.191,2018/05/13 07:38:39.191,R2
Case No. 2,BookTransport,2018/05/13 07:52:08.191,2018/05/13 07:52:08.191,R4
Case No. 2,DoSomethingDifferent,2018/05/13 08:21:15.191,2018/05/13 08:21:15.191,R5
Case No. 2,DoSomething,2018/05/13 08:21:21.191,2018/05/13 08:21:21.191,R4
Case No. 2,UseTransport,2018/05/13 08:26:09.191,2018/05/13 08:26:09.191,R5
Case No. 2,DoSomethingElse,2018/05/13 08:32:50.191,2018/05/13 08:32:50.191,R3
Case No. 3,ApplyForTrip,2018/05/13 09:11:29.731,2018/05/13 09:11:29.731,R5
Case No. 3,UseTransport,2018/05/13 09:27:29.731,2018/05/13 09:27:29.731,R3
Case No. 3,BookAccomodation,2018/05/13 09:50:04.731,2018/05/13 09:50:04.731,R4
Case No. 3,DoSomethingElse,2018/05/13 09:56:15.731,2018/05/13 09:56:15.731,R1
Case No. 3,CollectTickets,2018/05/13 10:29:34.731,2018/05/13 10:29:34.731,R5
Case No. 3,BookTransport,2018/05/13 10:53:15.731,2018/05/13 10:53:15.731,R5
Case No. 3,DoSomethingElse,2018/05/13 10:56:43.731,2018/05/13 10:56:43.731,R4
Case No. 3,ApproveApplication,2018/05/13 10:57:38.731,2018/05/13 10:57:38.731,R5
Case No. 3,UseTransport,2018/05/13 11:05:30.731,2018/05/13 11:05:30.731,R5
Case No. 3,DoSomethingDifferent,2018/05/13 11:25:47.731,2018/05/13 11:25:47.731,R5
Case No. 3,UseTransport,2018/05/13 11:45:11.731,2018/05/13 11:45:11.731,R4
Case No. 3,DoSomething,2018/05/13 12:09:45.731,2018/05/13 12:09:45.731,R2
Case No. 3,UseTransport,2018/05/13 12:13:07.731,2018/05/13 12:13:07.731,R2
Case No. 3,DoSomethingDifferent,2018/05/13 12:43:56.731,2018/05/13 12:43:56.731,R4
Case No. 3,UseTransport,2018/05/13 12:48:11.731,2018/05/13 12:48:11.731,R4
Case No. 3,ArchiveDocuments,2018/05/13 12:54:31.731,2018/05/13 12:54:31.731,R1
Case No. 3,DoSomethingDifferent,2018/05/13 12:56:02.731,2018/05/13 12:56:02.731,R1
Case No. 4,ApplyForTrip,2018/05/13 09:14:32.191,2018/05/13 09:14:32.191,R5
Case No. 4,DoSomethingDifferent,2018/05/13 09:28:26.191,2018/05/13 09:28:26.191,R2
Case No. 4,BookAccomodation,2018/05/13 09:32:34.191,2018/05/13 09:32:34.191,R5
Case No. 4,CollectTickets,2018/05/13 09:38:23.191,2018/05/13 09:38:23.191,R4
Case No. 4,DoSomethingElse,2018/05/13 09:39:29.191,2018/05/13 09:39:29.191,R3
Case No. 4,BookTransport,2018/05/13 09:48:27.191,2018/05/13 09:48:27.191,R5
