case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/18 04:44:46.192,2018/05/18 04:44:46.192,R5
Case No. 1,BookTransport,2018/05/18 04:55:42.192,2018/05/18 04:55:42.192,R5
Case No. 1,BookAccomodation,2018/05/18 04:57:43.192,2018/05/18 04:57:43.192,R5
Case No. 1,ApproveApplication,2018/05/18 05:12:07.192,2018/05/18 05:12:07.192,R5
Case No. 1,CollectTickets,2018/05/18 05:14:56.192,2018/05/18 05:14:56.192,R5
Case No. 1,ArchiveDocuments,2018/05/18 05:23:22.192,2018/05/18 05:23:22.192,R5
Case No. 1,DoSomethingDifferent,2018/05/18 05:30:47.192,2018/05/18 05:30:47.192,R1
Case No. 1,DoSomethingDifferent,2018/05/18 05:33:17.192,2018/05/18 05:33:17.192,R4
Case No. 1,DoSomethingDifferent,2018/05/18 05:48:40.192,2018/05/18 05:48:40.192,R1
Case No. 1,DoSomethingDifferent,2018/05/18 06:29:19.192,2018/05/18 06:29:19.192,R5
Case No. 1,DoSomethingDifferent,2018/05/18 06:49:34.192,2018/05/18 06:49:34.192,R5
Case No. 1,DoSomethingDifferent,2018/05/18 06:51:28.192,2018/05/18 06:51:28.192,R1
Case No. 1,DoSomethingDifferent,2018/05/18 06:58:44.192,2018/05/18 06:58:44.192,R5
Case No. 1,DoSomething,2018/05/18 07:03:20.192,2018/05/18 07:03:20.192,R5
Case No. 1,DoSomethingElse,2018/05/18 07:07:02.192,2018/05/18 07:07:02.192,R5
Case No. 2,ApplyForTrip,2018/05/18 04:52:52.453,2018/05/18 04:52:52.453,R5
Case No. 2,BookTransport,2018/05/18 05:03:40.453,2018/05/18 05:03:40.453,R5
Case No. 2,BookAccomodation,2018/05/18 05:45:56.453,2018/05/18 05:45:56.453,R5
Case No. 2,ApproveApplication,2018/05/18 06:08:30.453,2018/05/18 06:08:30.453,R4
Case No. 2,CollectTickets,2018/05/18 06:24:43.453,2018/05/18 06:24:43.453,R5
Case No. 2,ArchiveDocuments,2018/05/18 06:38:29.453,2018/05/18 06:38:29.453,R5
Case No. 2,DoSomethingDifferent,2018/05/18 06:40:47.453,2018/05/18 06:40:47.453,R5
Case No. 2,DoSomethingDifferent,2018/05/18 06:58:28.453,2018/05/18 06:58:28.453,R5
Case No. 2,DoSomething,2018/05/18 07:03:28.453,2018/05/18 07:03:28.453,R5
Case No. 2,DoSomethingElse,2018/05/18 07:07:14.453,2018/05/18 07:07:14.453,R5
Case No. 2,DoSomething,2018/05/18 07:10:18.453,2018/05/18 07:10:18.453,R1
Case No. 2,DoSomethingElse,2018/05/18 07:33:10.453,2018/05/18 07:33:10.453,R5
Case No. 3,ApplyForTrip2,2018/05/18 04:34:52.121,2018/05/18 04:34:52.121,R5
Case No. 3,BookTransport2,2018/05/18 05:08:35.121,2018/05/18 05:08:35.121,R5
Case No. 3,BookAccomodation2,2018/05/18 05:10:06.121,2018/05/18 05:10:06.121,R5
Case No. 3,ApproveApplication2,2018/05/18 05:34:40.121,2018/05/18 05:34:40.121,R5
Case No. 3,CollectTickets2,2018/05/18 05:51:26.121,2018/05/18 05:51:26.121,R5
Case No. 3,ArchiveDocuments2,2018/05/18 05:55:14.121,2018/05/18 05:55:14.121,R5
Case No. 3,DoSomethingDifferent2,2018/05/18 05:59:24.121,2018/05/18 05:59:24.121,R4
Case No. 3,DoSomethingDifferent2,2018/05/18 06:09:56.121,2018/05/18 06:09:56.121,R1
Case No. 3,DoSomethingDifferent2,2018/05/18 06:27:48.121,2018/05/18 06:27:48.121,R5
Case No. 3,DoSomethingDifferent2,2018/05/18 06:53:10.121,2018/05/18 06:53:10.121,R4
Case No. 3,DoSomethingDifferent2,2018/05/18 06:59:56.121,2018/05/18 06:59:56.121,R3
Case No. 3,DoSomethingDifferent2,2018/05/18 07:42:07.121,2018/05/18 07:42:07.121,R1
Case No. 3,DoSomethingDifferent2,2018/05/18 07:52:41.121,2018/05/18 07:52:41.121,R5
Case No. 3,DoSomething2,2018/05/18 07:53:16.121,2018/05/18 07:53:16.121,R5
Case No. 4,ApplyForTrip2,2018/05/18 04:26:33.054,2018/05/18 04:26:33.054,R5
Case No. 4,BookTransport2,2018/05/18 04:47:14.054,2018/05/18 04:47:14.054,R5
