case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/11 21:57:34.601,2018/05/11 21:57:34.601,R5
Case No. 1,CollectTickets,2018/05/11 22:07:43.601,2018/05/11 22:07:43.601,R4
Case No. 1,BookTransport,2018/05/11 22:25:57.601,2018/05/11 22:25:57.601,R4
Case No. 1,DoSomethingElse,2018/05/11 22:42:13.601,2018/05/11 22:42:13.601,R4
Case No. 1,BookTransport,2018/05/11 22:51:40.601,2018/05/11 22:51:40.601,R1
Case No. 1,BookTransport,2018/05/11 23:38:18.601,2018/05/11 23:38:18.601,R3
Case No. 1,BookAccomodation,2018/05/11 23:45:13.601,2018/05/11 23:45:13.601,R1
Case No. 1,ApproveApplication,2018/05/11 23:46:14.601,2018/05/11 23:46:14.601,R1
Case No. 1,DoSomething,2018/05/12 00:05:53.601,2018/05/12 00:05:53.601,R5
Case No. 1,UseTransport,2018/05/12 00:42:02.601,2018/05/12 00:42:02.601,R5
Case No. 1,DoSomethingDifferent,2018/05/12 01:17:13.601,2018/05/12 01:17:13.601,R4
Case No. 1,ArchiveDocuments,2018/05/12 01:19:05.601,2018/05/12 01:19:05.601,R1
Case No. 2,ApplyForTrip,2018/05/11 22:05:48.254,2018/05/11 22:05:48.254,R4
Case No. 2,BookTransport,2018/05/11 22:15:27.254,2018/05/11 22:15:27.254,R1
Case No. 2,BookAccomodation,2018/05/11 22:45:04.254,2018/05/11 22:45:04.254,R1
Case No. 2,CollectTickets,2018/05/11 23:21:16.254,2018/05/11 23:21:16.254,R1
Case No. 2,ApproveApplication,2018/05/12 00:08:42.254,2018/05/12 00:08:42.254,R1
Case No. 2,DoSomething,2018/05/12 00:10:15.254,2018/05/12 00:10:15.254,R1
Case No. 2,UseTransport,2018/05/12 00:12:46.254,2018/05/12 00:12:46.254,R1
Case No. 2,ArchiveDocuments,2018/05/12 00:20:23.254,2018/05/12 00:20:23.254,R1
Case No. 2,DoSomethingElse,2018/05/12 00:33:27.254,2018/05/12 00:33:27.254,R5
Case No. 2,BookAccomodation,2018/05/12 00:52:27.254,2018/05/12 00:52:27.254,R1
Case No. 2,DoSomethingDifferent,2018/05/12 01:11:46.254,2018/05/12 01:11:46.254,R1
Case No. 2,DoSomethingDifferent,2018/05/12 01:29:18.254,2018/05/12 01:29:18.254,R5
Case No. 3,ApplyForTrip,2018/05/12 02:12:40.601,2018/05/12 02:12:40.601,R5
Case No. 3,BookAccomodation,2018/05/12 02:19:31.601,2018/05/12 02:19:31.601,R5
Case No. 3,BookTransport,2018/05/12 02:31:27.601,2018/05/12 02:31:27.601,R5
Case No. 3,ApproveApplication,2018/05/12 02:39:53.601,2018/05/12 02:39:53.601,R5
Case No. 3,DoSomethingElse,2018/05/12 02:55:05.601,2018/05/12 02:55:05.601,R4
Case No. 3,CollectTickets,2018/05/12 03:14:04.601,2018/05/12 03:14:04.601,R1
Case No. 3,UseTransport,2018/05/12 03:40:35.601,2018/05/12 03:40:35.601,R5
Case No. 3,DoSomethingDifferent,2018/05/12 04:28:35.601,2018/05/12 04:28:35.601,R4
Case No. 3,DoSomething,2018/05/12 04:32:31.601,2018/05/12 04:32:31.601,R1
Case No. 3,UseTransport,2018/05/12 04:35:29.601,2018/05/12 04:35:29.601,R5
Case No. 3,DoSomethingDifferent,2018/05/12 05:06:55.601,2018/05/12 05:06:55.601,R4
Case No. 3,ArchiveDocuments,2018/05/12 05:10:55.601,2018/05/12 05:10:55.601,R1
Case No. 4,ApplyForTrip,2018/05/12 02:14:07.254,2018/05/12 02:14:07.254,R5
Case No. 4,BookAccomodation,2018/05/12 02:41:18.254,2018/05/12 02:41:18.254,R4
Case No. 4,BookTransport,2018/05/12 02:47:23.254,2018/05/12 02:47:23.254,R5
Case No. 4,CollectTickets,2018/05/12 03:31:46.254,2018/05/12 03:31:46.254,R3
Case No. 4,ApproveApplication,2018/05/12 03:55:29.254,2018/05/12 03:55:29.254,R1
