case,event,startTime,completeTime,Resource
Case No. 1,ApplyForTrip,2018/05/17 04:24:43.940,2018/05/17 04:24:43.940,R1
Case No. 1,BookTransport,2018/05/17 04:29:34.940,2018/05/17 04:29:34.940,R3
Case No. 1,BookAccomodation,2018/05/17 05:03:47.940,2018/05/17 05:03:47.940,R5
Case No. 1,ApproveApplication,2018/05/17 05:14:45.940,2018/05/17 05:14:45.940,R20
Case No. 1,CollectTickets,2018/05/17 05:16:51.940,2018/05/17 05:16:51.940,R19
Case No. 1,ArchiveDocuments,2018/05/17 05:22:06.940,2018/05/17 05:22:06.940,R13
Case No. 1,DoSomething,2018/05/17 05:27:38.940,2018/05/17 05:27:38.940,R20
Case No. 1,DoSomethingDifferent,2018/05/17 05:55:13.940,2018/05/17 05:55:13.940,R15
Case No. 1,DoSomethingElse,2018/05/17 06:24:39.940,2018/05/17 06:24:39.940,R20
Case No. 1,DoSomething,2018/05/17 06:41:00.940,2018/05/17 06:41:00.940,R12
Case No. 1,DoSomethingDifferent,2018/05/17 07:33:25.940,2018/05/17 07:33:25.940,R3
Case No. 1,ArchiveDocuments,2018/05/17 08:15:40.940,2018/05/17 08:15:40.940,R12
Case No. 2,ApplyForTrip,2018/05/17 04:29:32.766,2018/05/17 04:29:32.766,R1
Case No. 2,BookTransport,2018/05/17 04:50:48.766,2018/05/17 04:50:48.766,R3
Case No. 2,BookAccomodation,2018/05/17 05:18:11.766,2018/05/17 05:18:11.766,R5
Case No. 2,ApproveApplication,2018/05/17 05:25:26.766,2018/05/17 05:25:26.766,R7
Case No. 2,CollectTickets,2018/05/17 06:41:22.766,2018/05/17 06:41:22.766,R12
Case No. 2,ArchiveDocuments,2018/05/17 07:01:29.766,2018/05/17 07:01:29.766,R12
Case No. 2,DoSomethingElse,2018/05/17 07:27:17.766,2018/05/17 07:27:17.766,R3
Case No. 2,DoSomething,2018/05/17 07:31:45.766,2018/05/17 07:31:45.766,R12
Case No. 2,UseTransport,2018/05/17 07:32:44.766,2018/05/17 07:32:44.766,R10
Case No. 2,ArchiveDocuments,2018/05/17 07:44:29.766,2018/05/17 07:44:29.766,R10
Case No. 2,ArchiveDocuments,2018/05/17 08:03:17.766,2018/05/17 08:03:17.766,R20
Case No. 2,ArchiveDocuments,2018/05/17 08:06:03.766,2018/05/17 08:06:03.766,R18
Case No. 3,ApplyForTrip,2018/05/17 08:36:58.940,2018/05/17 08:36:58.940,R1
Case No. 3,BookTransport,2018/05/17 08:40:23.940,2018/05/17 08:40:23.940,R3
Case No. 3,BookAccomodation,2018/05/17 08:46:38.940,2018/05/17 08:46:38.940,R5
Case No. 3,ApproveApplication,2018/05/17 08:54:50.940,2018/05/17 08:54:50.940,R20
Case No. 3,CollectTickets,2018/05/17 09:00:35.940,2018/05/17 09:00:35.940,R19
Case No. 3,ArchiveDocuments,2018/05/17 09:39:44.940,2018/05/17 09:39:44.940,R20
Case No. 3,DoSomething,2018/05/17 09:55:40.940,2018/05/17 09:55:40.940,R20
Case No. 3,ArchiveDocuments,2018/05/17 10:04:00.940,2018/05/17 10:04:00.940,R17
Case No. 3,CollectTickets,2018/05/17 10:09:22.940,2018/05/17 10:09:22.940,R19
Case No. 3,ArchiveDocuments,2018/05/17 10:38:06.940,2018/05/17 10:38:06.940,R7
Case No. 3,DoSomething,2018/05/17 11:03:27.940,2018/05/17 11:03:27.940,R13
Case No. 3,DoSomething,2018/05/17 12:05:47.940,2018/05/17 12:05:47.940,R20
Case No. 4,ApplyForTrip,2018/05/17 08:49:41.766,2018/05/17 08:49:41.766,R1
Case No. 4,BookTransport,2018/05/17 09:38:08.766,2018/05/17 09:38:08.766,R3
