CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-14 05:27:51,0
Case No. 1,0,2018-05-14 05:27:51,0
Case No. 1,1,2018-05-14 05:36:19,0
Case No. 1,2,2018-05-14 05:47:19,0
Case No. 1,2,2018-05-14 06:33:06,0
Case No. 1,2,2018-05-14 06:51:43,0
Case No. 1,2,2018-05-14 06:54:53,0
Case No. 1,2,2018-05-14 07:33:33,0
Case No. 1,2,2018-05-14 08:06:10,0
Case No. 1,2,2018-05-14 08:15:01,0
Case No. 1,1,2018-05-14 08:38:39,0
Case No. 1,2,2018-05-14 08:47:37,0
Case No. 2,0,2018-05-14 05:21:25,0
Case No. 2,1,2018-05-14 05:41:14,1
Case No. 2,2,2018-05-14 05:44:48,0
Case No. 2,3,2018-05-14 05:47:06,0
Case No. 2,4,2018-05-14 06:46:14,2
Case No. 2,1,2018-05-14 06:47:08,0
Case No. 2,2,2018-05-14 07:27:56,0
Case No. 2,2,2018-05-14 07:41:53,0
Case No. 2,2,2018-05-14 07:55:28,0
Case No. 2,2,2018-05-14 08:03:59,0
Case No. 2,2,2018-05-14 09:02:27,0
Case No. 3,0,2018-05-14 09:21:59,0
Case No. 3,1,2018-05-14 09:22:44,0
Case No. 3,2,2018-05-14 09:36:50,0
Case No. 3,2,2018-05-14 09:46:37,0
Case No. 3,2,2018-05-14 10:12:54,0
Case No. 3,2,2018-05-14 10:26:10,0
Case No. 3,2,2018-05-14 11:05:33,0
Case No. 3,2,2018-05-14 11:11:56,0
Case No. 3,1,2018-05-14 12:36:49,0
Case No. 3,2,2018-05-14 12:46:22,0
Case No. 3,2,2018-05-14 12:53:37,0
Case No. 4,0,2018-05-14 09:41:27,0
Case No. 4,1,2018-05-14 09:49:00,1
Case No. 4,2,2018-05-14 10:11:57,0
Case No. 4,3,2018-05-14 10:24:08,0
Case No. 4,4,2018-05-14 10:40:39,2
Case No. 4,2,2018-05-14 10:55:48,2
Case No. 4,4,2018-05-14 11:12:57,0
Case No. 4,4,2018-05-14 12:02:35,0
Case No. 4,1,2018-05-14 12:22:25,0
Case No. 4,2,2018-05-14 12:42:49,0
Case No. 4,2,2018-05-14 12:47:19,0
Case No. 5,0,2018-05-14 13:21:43,2
Case No. 5,1,2018-05-14 13:36:39,0
Case No. 5,2,2018-05-14 13:51:14,0
Case No. 5,2,2018-05-14 14:23:05,0
Case No. 5,2,2018-05-14 14:47:35,0
Case No. 5,2,2018-05-14 15:11:07,0
Case No. 5,2,2018-05-14 15:35:41,0
Case No. 5,2,2018-05-14 15:41:43,0
Case No. 5,1,2018-05-14 16:28:34,0
