CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-05-14 05:18:00,0
Case No. 1,0,2018-05-14 05:18:00,0
Case No. 1,1,2018-05-14 05:18:11,0
Case No. 1,2,2018-05-14 05:54:01,0
Case No. 1,2,2018-05-14 06:27:06,0
Case No. 1,2,2018-05-14 07:35:11,0
Case No. 1,2,2018-05-14 07:42:00,0
Case No. 1,2,2018-05-14 07:54:42,0
Case No. 1,2,2018-05-14 08:06:33,0
Case No. 1,2,2018-05-14 08:20:06,0
Case No. 1,1,2018-05-14 08:55:03,0
Case No. 1,2,2018-05-14 08:59:15,0
Case No. 2,0,2018-05-14 05:53:01,1
Case No. 2,1,2018-05-14 06:11:35,2
Case No. 2,2,2018-05-14 06:30:41,3
Case No. 2,3,2018-05-14 07:01:41,0
Case No. 2,4,2018-05-14 07:05:15,0
Case No. 2,2,2018-05-14 07:12:54,0
Case No. 2,4,2018-05-14 07:47:35,1
Case No. 2,3,2018-05-14 08:15:47,0
Case No. 2,0,2018-05-14 08:29:29,0
Case No. 2,1,2018-05-14 09:04:03,4
Case No. 2,2,2018-05-14 09:11:06,1
Case No. 3,0,2018-05-14 09:28:27,0
Case No. 3,1,2018-05-14 09:32:22,0
Case No. 3,2,2018-05-14 10:16:09,0
Case No. 3,2,2018-05-14 10:41:39,0
Case No. 3,2,2018-05-14 11:13:21,0
Case No. 3,2,2018-05-14 11:13:37,0
Case No. 3,2,2018-05-14 11:25:43,0
Case No. 3,2,2018-05-14 12:32:22,0
Case No. 3,1,2018-05-14 12:38:17,0
Case No. 3,2,2018-05-14 13:07:47,0
Case No. 3,2,2018-05-14 13:08:04,0
Case No. 4,0,2018-05-14 09:51:39,4
Case No. 4,1,2018-05-14 10:01:53,2
Case No. 4,2,2018-05-14 10:08:20,3
Case No. 4,4,2018-05-14 10:19:33,1
Case No. 4,3,2018-05-14 10:34:17,0
Case No. 4,0,2018-05-14 11:35:34,0
Case No. 4,1,2018-05-14 12:06:21,1
Case No. 4,2,2018-05-14 12:31:37,2
Case No. 4,4,2018-05-14 12:56:37,2
Case No. 4,4,2018-05-14 13:09:37,3
Case No. 4,3,2018-05-14 13:09:58,1
Case No. 5,0,2018-05-14 13:42:56,1
Case No. 5,1,2018-05-14 15:05:13,0
Case No. 5,2,2018-05-14 15:17:03,0
Case No. 5,2,2018-05-14 15:28:40,0
Case No. 5,2,2018-05-14 15:36:59,0
Case No. 5,2,2018-05-14 15:45:55,0
Case No. 5,2,2018-05-14 16:03:07,0
Case No. 5,2,2018-05-14 16:05:56,0
Case No. 5,1,2018-05-14 16:34:14,0
Case No. 5,2,2018-05-14 16:37:49,0
Case No. 5,2,2018-05-14 16:40:16,0
Case No. 6,0,2018-05-14 05:33:24,0
Case No. 6,1,2018-05-14 05:45:06,2
Case No. 6,2,2018-05-14 05:47:39,0
Case No. 6,3,2018-05-14 06:04:32,3
Case No. 6,3,2018-05-14 06:06:55,0
Case No. 6,4,2018-05-14 07:23:54,4
Case No. 6,3,2018-05-14 07:29:42,1
Case No. 6,0,2018-05-14 07:43:42,1
Case No. 6,1,2018-05-14 07:44:29,3
Case No. 6,2,2018-05-14 08:08:03,3
Case No. 6,4,2018-05-14 08:32:45,3
Case No. 6,4,2018-05-14 09:14:54,3
Case No. 7,0,2018-05-14 17:24:08,4
Case No. 7,1,2018-05-14 18:37:52,0
Case No. 7,2,2018-05-14 18:41:42,0
Case No. 7,2,2018-05-14 20:05:38,0
Case No. 7,2,2018-05-14 20:05:38,0
Case No. 7,2,2018-05-14 20:10:28,0
Case No. 7,2,2018-05-14 20:29:26,0
Case No. 7,2,2018-05-14 20:37:25,0
Case No. 7,1,2018-05-14 20:49:15,0
Case No. 7,2,2018-05-14 20:52:17,0
Case No. 7,2,2018-05-14 20:53:03,0
Case No. 8,0,2018-05-14 13:44:49,4
Case No. 8,1,2018-05-14 13:51:35,2
Case No. 8,2,2018-05-14 13:53:15,3
Case No. 8,4,2018-05-14 13:57:00,1
Case No. 8,3,2018-05-14 14:31:58,0
Case No. 8,4,2018-05-14 14:42:59,4
Case No. 8,4,2018-05-14 15:06:50,0
Case No. 8,0,2018-05-14 15:59:15,0
Case No. 8,1,2018-05-14 16:17:50,1
Case No. 8,2,2018-05-14 16:45:43,0
Case No. 8,3,2018-05-14 16:53:47,4
Case No. 9,0,2018-05-14 05:39:38,0
Case No. 9,1,2018-05-14 05:58:00,2
Case No. 9,2,2018-05-14 06:05:06,0
Case No. 9,3,2018-05-14 06:13:35,3
Case No. 9,2,2018-05-14 06:40:22,1
Case No. 9,4,2018-05-14 06:59:18,0
Case No. 9,2,2018-05-14 07:44:41,0
Case No. 9,2,2018-05-14 08:42:50,0
Case No. 9,1,2018-05-14 08:43:10,1
Case No. 9,2,2018-05-14 08:55:28,3
Case No. 9,2,2018-05-14 09:16:43,2
Case No. 10,0,2018-05-14 09:21:55,0
Case No. 10,1,2018-05-14 09:49:03,4
Case No. 10,2,2018-05-14 10:02:08,0
Case No. 10,3,2018-05-14 10:02:24,3
